"date","state","avg_victim_age","avg_suspect_age"
2017-03-01,"Missouri",30,19
2017-03-01,"Indiana",62,45
2017-03-01,"Ohio",63,56
2017-03-01,"Florida",26,19
2017-03-01,"Ohio",24,21
2017-03-01,"Pennsylvania",22,22
2017-03-01,"New Jersey",34,20
2017-03-01,"New Jersey",20,20
2017-03-01,"Mississippi",21,21.2
2017-03-01,"District of Columbia",28,26
2017-03-01,"Louisiana",23,24
2017-03-01,"Texas",54,25
2017-03-01,"New Jersey",28,24
2017-03-01,"Kentucky",21,21
2017-03-01,"North Carolina",39,24
2017-03-01,"Kentucky",57,29
2017-03-01,"California",24,15
2017-03-01,"District of Columbia",42,30
2017-03-02,"Georgia",25,26
2017-03-02,"Washington",46,23
2017-03-02,"Texas",37,54
2017-03-02,"Louisiana",25,36
2017-03-02,"Nevada",25,17
2017-03-02,"Minnesota",39,41
2017-03-02,"Florida",41,57
2017-03-02,"Texas",27,18
2017-03-02,"Florida",20,18
2017-03-02,"Mississippi",35,18
2017-03-02,"Rhode Island",33,19
2017-03-02,"Maryland",26,42
2017-03-02,"South Carolina",43,29
2017-03-02,"Virginia",31,23
2017-03-02,"Florida",23,19
2017-03-02,"Georgia",49,44
2017-03-02,"Oklahoma",67,68
2017-03-02,"Arkansas",18,15
2017-03-03,"Minnesota",32,25
2017-03-03,"Kentucky",59,35
2017-03-03,"Oklahoma",78,52
2017-03-03,"Georgia",51,16.5
2017-03-03,"North Carolina",40,30
2017-03-03,"Kansas",16,42
2017-03-03,"Georgia",24,39
2017-03-03,"Texas",22,30
2017-03-03,"Arizona",19.5,15
2017-03-03,"Indiana",36,34.5
2017-03-03,"Maryland",46,27
2017-03-03,"Washington",15,18
2017-03-03,"Pennsylvania",47,45
2017-03-03,"Arkansas",34,39
2017-03-04,"California",29,25.5
2017-03-04,"Georgia",30,32
2017-03-04,"Texas",34.5,29
2017-03-04,"North Carolina",68,37
2017-03-04,"Nevada",42,24
2017-03-04,"New York",38,26
2017-03-04,"California",55,51
2017-03-04,"Michigan",31,25
2017-03-04,"Hawaii",31,72
2017-03-04,"Florida",31,30.5
2017-03-04,"Ohio",15,18.5
2017-03-04,"California",43,50
2017-03-04,"Virginia",47,57
2017-03-04,"California",37,40
2017-03-04,"Oklahoma",20.3333333333333,21
2017-03-04,"Illinois",56,55
2017-03-04,"Texas",70,70
2017-03-04,"Florida",49,37
2017-03-04,"Tennessee",27,39.5
2017-03-04,"Ohio",33,20
2017-03-04,"Oklahoma",41.5,50
2017-03-04,"Ohio",41,28
2017-03-04,"Michigan",32,47
2017-03-04,"California",21,35.2
2017-03-04,"California",43,35
2017-03-04,"Florida",24,22
2017-03-05,"North Carolina",24,18
2017-03-05,"Tennessee",21,21
2017-03-05,"California",24.5,22
2017-03-05,"New Jersey",22,26
2017-03-05,"Indiana",25,24
2017-03-05,"Iowa",21,16
2017-03-05,"Georgia",4,41
2017-03-05,"North Carolina",30,36
2017-03-05,"Michigan",18,16
2017-03-05,"Georgia",43,53
2017-03-05,"California",24.6666666666667,48
2017-03-05,"Michigan",27,25
2017-03-05,"Alabama",32,44
2017-03-05,"Florida",46,19
2017-03-05,"Louisiana",29,24.5
2017-03-05,"Maryland",46,19
2017-03-05,"Rhode Island",37,22
2017-03-05,"Georgia",22,24
2017-03-05,"Missouri",29,24
2017-03-05,"Florida",23,23
2017-03-05,"Louisiana",23,17
2017-03-05,"South Carolina",57,32
2017-03-05,"Texas",39,35
2017-03-06,"Alabama",22,19
2017-03-06,"Kansas",37,33.5
2017-03-06,"Ohio",36,43
2017-03-06,"Mississippi",31,18
2017-03-06,"Mississippi",29,15
2017-03-06,"North Carolina",33,49
2017-03-06,"Ohio",1,3
2017-03-06,"North Carolina",39,25
2017-03-06,"Oklahoma",30,27
2017-03-06,"Washington",38,58
2017-03-06,"Ohio",14,18
2017-03-06,"Texas",15,35
2017-03-06,"Nebraska",25,29
2017-03-06,"Tennessee",23,50
2017-03-06,"New York",45,51
2017-03-06,"Nebraska",18,19
2017-03-06,"Virginia",62,30
2017-03-06,"Indiana",51,35
2017-03-07,"Tennessee",39,28
2017-03-07,"Mississippi",30,27.5
2017-03-07,"Florida",31,32
2017-03-07,"Georgia",40,46
2017-03-07,"Maryland",29,24
2017-03-07,"Pennsylvania",34,43
2017-03-07,"Florida",56,55
2017-03-07,"Florida",2,32
2017-03-07,"California",55,20
2017-03-07,"Iowa",19,18.25
2017-03-07,"Tennessee",41,50
2017-03-07,"New York",31,25
2017-03-07,"Pennsylvania",27,26
2017-03-07,"Texas",22,23
2017-03-07,"California",33,29.3333333333333
2017-03-07,"Maryland",52,26
2017-03-07,"Florida",29,35
2017-03-07,"New Jersey",16,22
2017-03-08,"Texas",36,68
2017-03-08,"Ohio",80,78
2017-03-08,"Louisiana",27,28
2017-03-08,"Louisiana",34,21
2017-03-08,"New Jersey",38,38
2017-03-08,"Michigan",24,35
2017-03-08,"Texas",26,31
2017-03-08,"Georgia",33,44
2017-03-08,"Texas",24,23
2017-03-08,"Illinois",23,23
2017-03-08,"New York",43,42
2017-03-08,"North Carolina",47,55
2017-03-08,"Maine",28,43
2017-03-08,"Maryland",31,27
2017-03-08,"Tennessee",33,21
2017-03-08,"Ohio",33,27
2017-03-08,"Idaho",37,61
2017-03-08,"Ohio",22,20
2017-03-08,"New Mexico",23,37
2017-03-09,"Illinois",58,28
2017-03-09,"New Jersey",33,29
2017-03-09,"Louisiana",37,24
2017-03-09,"Pennsylvania",17,17
2017-03-09,"Texas",40,25
2017-03-09,"Texas",33,37
2017-03-09,"Missouri",37,34
2017-03-09,"Illinois",19,22
2017-03-09,"Mississippi",31,27
2017-03-09,"Florida",29,25
2017-03-09,"Tennessee",67,22
2017-03-09,"Kansas",38,30
2017-03-09,"California",24,19.3333333333333
2017-03-09,"New Hampshire",22,22
2017-03-09,"North Carolina",24,57
2017-03-09,"New York",23,17.6666666666667
2017-03-09,"New Jersey",20,20.6666666666667
2017-03-09,"California",51,37
2017-03-09,"Tennessee",6,6
2017-03-09,"Florida",30,18
2017-03-09,"Georgia",43,28
2017-03-09,"Illinois",61,55
2017-03-09,"Florida",42,21
2017-03-09,"Iowa",22,23
2017-03-09,"North Carolina",17,17
2017-03-10,"Maryland",40,26
2017-03-10,"District of Columbia",24,25.5
2017-03-10,"Ohio",66,62
2017-03-10,"Louisiana",20,14
2017-03-10,"South Carolina",40,40
2017-03-10,"Ohio",18,15
2017-03-10,"Arkansas",15,20
2017-03-10,"Maryland",4,6
2017-03-10,"Illinois",43,38
2017-03-10,"Illinois",26,48
2017-03-10,"Oregon",38,31
2017-03-10,"Pennsylvania",13,18.5
2017-03-10,"North Carolina",25,27
2017-03-10,"Arizona",16,17
2017-03-10,"Mississippi",17,16
2017-03-10,"Florida",39,45
2017-03-10,"Pennsylvania",34,24
2017-03-10,"Texas",31,31.3333333333333
2017-03-10,"Texas",36,42
2017-03-10,"Washington",18,17
2017-03-10,"Virginia",33,36
2017-03-11,"Iowa",14,15.3333333333333
2017-03-11,"Wisconsin",38,47
2017-03-11,"Florida",28,29
2017-03-11,"Florida",74,24
2017-03-11,"California",25,25
2017-03-11,"Arizona",21,26
2017-03-11,"Michigan",22,29
2017-03-11,"Pennsylvania",41.5,47
2017-03-11,"Texas",55,24.3333333333333
2017-03-11,"California",77,50
2017-03-11,"Oklahoma",42,30
2017-03-11,"Missouri",31,35
2017-03-11,"Florida",27,25
2017-03-11,"Georgia",19,18
2017-03-11,"Ohio",38,47
2017-03-12,"Texas",67,21
2017-03-12,"Maryland",76,78
2017-03-12,"Oklahoma",18.6666666666667,45
2017-03-12,"Texas",53,34
2017-03-12,"Indiana",33,34
2017-03-12,"Tennessee",19,20
2017-03-12,"Indiana",41,43
2017-03-12,"New Jersey",29,26
2017-03-12,"New York",51,54
2017-03-12,"North Carolina",26,27
2017-03-12,"Kentucky",33,38
2017-03-12,"Pennsylvania",3,40
2017-03-12,"Washington",25,19.5
2017-03-12,"Massachusetts",21,22
2017-03-12,"Florida",33,25
2017-03-12,"Pennsylvania",45,29
2017-03-12,"Ohio",20,32
2017-03-13,"Georgia",21,24
2017-03-13,"Louisiana",37,36
2017-03-13,"Oregon",35,45
2017-03-13,"Louisiana",30,20
2017-03-13,"Louisiana",16,49
2017-03-13,"Illinois",20,19
2017-03-13,"New York",35,38.5
2017-03-13,"Tennessee",35,31.5
2017-03-13,"Ohio",37,27
2017-03-13,"Wisconsin",55,29
2017-03-13,"Texas",32,24
2017-03-13,"Utah",24,22.75
2017-03-13,"California",51,52
2017-03-13,"Ohio",23,27
2017-03-13,"Oklahoma",16,20.6666666666667
2017-03-13,"Tennessee",16.5,14
2017-03-13,"Maine",47,21
2017-03-13,"Missouri",19,21
2017-03-13,"Texas",24,52
2017-03-13,"Illinois",47,45
2017-03-13,"South Carolina",17,18
2017-03-13,"Iowa",19,23
2017-03-13,"Washington",18,22
2017-03-13,"Tennessee",27,27
2017-03-14,"Maine",21,17
2017-03-14,"Oregon",45,33
2017-03-14,"Pennsylvania",33,16
2017-03-14,"Texas",20,57
2017-03-14,"North Carolina",37,23.5
2017-03-14,"Mississippi",26,26.6666666666667
2017-03-14,"North Carolina",42,37
2017-03-14,"Missouri",12,25
2017-03-14,"Indiana",25,59
2017-03-14,"West Virginia",28,34
2017-03-14,"Florida",28,25
2017-03-14,"Florida",45,36
2017-03-14,"Nevada",19,18.25
2017-03-14,"Florida",19,18
2017-03-14,"Florida",20,17
2017-03-14,"Michigan",71,72
2017-03-14,"Florida",21,20
2017-03-15,"Illinois",18,27
2017-03-15,"Louisiana",47.75,20
2017-03-15,"California",48,37
2017-03-15,"Louisiana",35,36
2017-03-15,"New York",19,15
2017-03-15,"Alabama",39,40
2017-03-15,"Mississippi",26,28
2017-03-15,"Texas",21,18
2017-03-15,"Arizona",40,25
2017-03-15,"Tennessee",23,53
2017-03-15,"Colorado",38,44.5
2017-03-15,"Arkansas",15,16
2017-03-15,"Texas",23,32.5
2017-03-15,"Florida",49,24
2017-03-15,"Georgia",41,24
2017-03-15,"Massachusetts",20,16
2017-03-16,"Florida",20,20
2017-03-16,"Alabama",15,16
2017-03-16,"Maryland",18,26
2017-03-16,"Maryland",62,52
2017-03-16,"Colorado",19,36
2017-03-16,"Texas",26,20
2017-03-16,"Illinois",37,32
2017-03-16,"Virginia",16,19
2017-03-16,"California",25,37
2017-03-16,"Texas",56,18
2017-03-16,"Georgia",42,47
2017-03-16,"Louisiana",43,26.5
2017-03-16,"New York",43.6666666666667,18
2017-03-16,"Tennessee",18,24
2017-03-16,"Louisiana",25,68
2017-03-16,"California",17,33
2017-03-16,"Virginia",40,30.5
2017-03-16,"North Carolina",15,19
2017-03-17,"Iowa",24,24
2017-03-17,"Georgia",51,50
2017-03-17,"Arizona",49,53
2017-03-17,"North Carolina",76,56
2017-03-17,"Connecticut",15,17
2017-03-17,"Mississippi",32,23
2017-03-17,"Tennessee",74,82
2017-03-17,"Illinois",24,22.3333333333333
2017-03-17,"Maryland",33,18
2017-03-17,"New Jersey",26,27
2017-03-17,"District of Columbia",43,23
2017-03-17,"California",31,31
2017-03-17,"Pennsylvania",47,60
2017-03-17,"District of Columbia",33,24
2017-03-17,"Texas",37,41
2017-03-17,"New Jersey",19,22.5
2017-03-17,"Mississippi",21,17
2017-03-17,"Louisiana",37,22
2017-03-17,"Arkansas",42,19
2017-03-17,"Arkansas",39,33
2017-03-17,"Nevada",18,22
2017-03-18,"Tennessee",51,20
2017-03-18,"Texas",52,58
2017-03-18,"Louisiana",60.3333333333333,34
2017-03-18,"Virginia",30,24
2017-03-18,"Illinois",25,24
2017-03-18,"Connecticut",29,38
2017-03-18,"Texas",22,23
2017-03-18,"Oregon",22,21
2017-03-18,"Michigan",14,14
2017-03-18,"Connecticut",22.5,19
2017-03-18,"Mississippi",83,81
2017-03-18,"Louisiana",43,30
2017-03-18,"Texas",22,28
2017-03-18,"Louisiana",14,16
2017-03-18,"Montana",29,35
2017-03-18,"Arkansas",44,40
2017-03-18,"Florida",30,55
2017-03-18,"Florida",28,34
2017-03-18,"New Jersey",10,11
2017-03-18,"Alabama",18,23
2017-03-18,"Michigan",38.25,23
2017-03-18,"Louisiana",33,31
2017-03-18,"Kentucky",31,59
2017-03-18,"Louisiana",19,19
2017-03-19,"California",34,23
2017-03-19,"District of Columbia",22,24
2017-03-19,"Illinois",19,19
2017-03-19,"Texas",27,47
2017-03-19,"Florida",22,38
2017-03-19,"Florida",34,59
2017-03-19,"California",53,36
2017-03-19,"Texas",48,60
2017-03-19,"Alabama",36,24
2017-03-19,"South Carolina",20,23
2017-03-19,"Alabama",20,19
2017-03-19,"Alabama",15,19
2017-03-19,"California",7,36
2017-03-19,"Texas",48,60
2017-03-19,"Kansas",17,41
2017-03-19,"Massachusetts",27,31.5
2017-03-19,"California",4,22
2017-03-19,"Texas",21,22
2017-03-19,"Kentucky",17,44.5
2017-03-19,"North Carolina",65,20
2017-03-19,"Texas",28,71
2017-03-19,"Mississippi",76,55
2017-03-19,"Colorado",33,27
2017-03-19,"Wisconsin",40,51
2017-03-19,"Missouri",43,20
2017-03-19,"Florida",27,22
2017-03-19,"Illinois",28,26
2017-03-19,"Pennsylvania",45,38
2017-03-20,"Arizona",9,2
2017-03-20,"South Carolina",52,27
2017-03-20,"Ohio",24,63
2017-03-20,"Mississippi",17,22
2017-03-20,"Michigan",14,10
2017-03-20,"Ohio",19,30
2017-03-20,"Kentucky",42,65
2017-03-20,"Pennsylvania",50,61
2017-03-20,"Florida",23,21
2017-03-20,"West Virginia",54,49.5
2017-03-20,"California",36,37
2017-03-20,"Michigan",18,16
2017-03-20,"Louisiana",26,31
2017-03-20,"Illinois",22,19
2017-03-20,"Ohio",35,30
2017-03-20,"Oklahoma",19,18
2017-03-20,"Missouri",47,39.3333333333333
2017-03-20,"Tennessee",47,52
2017-03-20,"Georgia",38,61
2017-03-20,"California",32,31.3333333333333
2017-03-20,"Minnesota",36,54
2017-03-20,"Wisconsin",23,25
2017-03-20,"Virginia",22,15
2017-03-20,"Virginia",63,26
2017-03-20,"Kansas",44,39
2017-03-21,"North Carolina",30,23
2017-03-21,"Florida",17,17.5
2017-03-21,"Ohio",32,33
2017-03-21,"North Carolina",17,26
2017-03-21,"Michigan",21,32
2017-03-21,"Kentucky",18,18.5
2017-03-21,"North Carolina",74,18.5
2017-03-21,"Missouri",53,53
2017-03-21,"Tennessee",39,40
2017-03-21,"Ohio",57,17
2017-03-21,"California",25,43
2017-03-21,"Minnesota",27,37
2017-03-21,"Florida",15,15
2017-03-21,"Missouri",24,34
2017-03-21,"Pennsylvania",48,23
2017-03-21,"Louisiana",26,31
2017-03-21,"Arkansas",33,25
2017-03-22,"Texas",27,41
2017-03-22,"South Carolina",24,24.6
2017-03-22,"Ohio",19,18
2017-03-22,"Nebraska",20,17
2017-03-22,"Wisconsin",53,45
2017-03-22,"Tennessee",16,19
2017-03-22,"Texas",16,18
2017-03-22,"Louisiana",19,19
2017-03-22,"Georgia",33.5,40
2017-03-22,"Alabama",31,21
2017-03-22,"Colorado",32,29
2017-03-22,"South Carolina",32,29
2017-03-22,"North Carolina",39,42
2017-03-22,"Florida",17,18
2017-03-22,"Massachusetts",21,15
2017-03-22,"Ohio",17,19
2017-03-22,"Arizona",43,21
2017-03-22,"Michigan",40,28
2017-03-22,"Alabama",48,26
2017-03-22,"Texas",21,17
2017-03-22,"North Carolina",34,26
2017-03-22,"Indiana",18,21
2017-03-22,"Wisconsin",64,18.3333333333333
2017-03-22,"Pennsylvania",35,43
2017-03-22,"Florida",47,76
2017-03-22,"Washington",22,32
2017-03-22,"North Carolina",18,38
2017-03-22,"North Carolina",18,15
2017-03-23,"Florida",49,28
2017-03-23,"Ohio",24,30
2017-03-23,"Florida",15,17
2017-03-23,"Tennessee",21,24
2017-03-23,"Arizona",22,28
2017-03-23,"Florida",20,20
2017-03-23,"California",35,26
2017-03-23,"Maryland",19,37
2017-03-23,"Georgia",16,20
2017-03-23,"Mississippi",38,37.5
2017-03-23,"California",43,18
2017-03-23,"Georgia",62,31
2017-03-23,"Washington",20,21
2017-03-23,"North Carolina",45,48
2017-03-23,"Pennsylvania",27,41
2017-03-23,"Ohio",46,21.5
2017-03-23,"Texas",35,46
2017-03-24,"Pennsylvania",52,33
2017-03-24,"Delaware",23,18
2017-03-24,"Maryland",34,27
2017-03-24,"Tennessee",13,20
2017-03-24,"California",47,22
2017-03-24,"Missouri",70,73
2017-03-24,"Ohio",36,53
2017-03-24,"Maryland",40,45
2017-03-24,"Pennsylvania",25,20
2017-03-24,"Florida",24,24
2017-03-24,"Ohio",44,24.5
2017-03-24,"Louisiana",34,55
2017-03-24,"Texas",21,21
2017-03-24,"New Jersey",25,31
2017-03-24,"Utah",42,23
2017-03-24,"North Carolina",35,73
2017-03-24,"Washington",20,18.6666666666667
2017-03-24,"Alabama",55.5,75
2017-03-24,"Tennessee",34,18
2017-03-24,"Pennsylvania",25,26
2017-03-24,"Ohio",44.5,36
2017-03-24,"New Jersey",25,21
2017-03-24,"Kansas",11.5,18
2017-03-24,"Pennsylvania",29.6666666666667,21
2017-03-24,"California",36,38
2017-03-25,"Maryland",27,27
2017-03-25,"California",17,21
2017-03-25,"Texas",32.3333333333333,20.3333333333333
2017-03-25,"Texas",58,20
2017-03-25,"Georgia",20,22
2017-03-25,"Oklahoma",36.5,26
2017-03-25,"Oregon",25,38.5
2017-03-25,"Ohio",31.75,18
2017-03-25,"Alabama",29,26
2017-03-25,"Mississippi",21,31
2017-03-25,"Michigan",17.25,19
2017-03-25,"Washington",21,20
2017-03-25,"Indiana",45,35.5
2017-03-25,"New Jersey",39,38
2017-03-25,"Connecticut",39,23
2017-03-25,"Indiana",31,38
2017-03-25,"Pennsylvania",20.5,20.5
2017-03-25,"Texas",25,32.5
2017-03-25,"Pennsylvania",22,21
2017-03-25,"Maryland",33,30
2017-03-25,"California",46,67
2017-03-25,"Texas",37,46
2017-03-25,"Florida",26,22
2017-03-26,"Alabama",19,21
2017-03-26,"Louisiana",28,26
2017-03-26,"California",23,26.5
2017-03-26,"California",45,25
2017-03-26,"Florida",18,19
2017-03-26,"Louisiana",27,17
2017-03-26,"Nebraska",31,44
2017-03-26,"Georgia",42,41
2017-03-26,"Texas",58,31
2017-03-26,"Tennessee",16,19
2017-03-26,"Ohio",29,77
2017-03-26,"Ohio",18,19
2017-03-26,"Georgia",30,30
2017-03-26,"Texas",26,20.5
2017-03-26,"Michigan",22,27
2017-03-26,"Florida",46,38
2017-03-26,"New Mexico",59,49
2017-03-26,"Texas",28,37
2017-03-26,"Arkansas",27,41
2017-03-26,"Oklahoma",22,35
2017-03-26,"Florida",18,32
2017-03-26,"Tennessee",34,30
2017-03-26,"Missouri",18,16
2017-03-26,"Florida",17,23
2017-03-26,"Tennessee",61,47
2017-03-26,"Pennsylvania",42.5,41
2017-03-27,"Georgia",23,21
2017-03-27,"Alabama",69,32
2017-03-27,"Michigan",38,23
2017-03-27,"Florida",42,19
2017-03-27,"California",27,30.5
2017-03-27,"Oklahoma",19,17.5
2017-03-27,"New York",21,22
2017-03-27,"Florida",61,62
2017-03-27,"Florida",20,15
2017-03-27,"Indiana",37,35
2017-03-27,"Indiana",19,20
2017-03-27,"Missouri",36,23
2017-03-27,"Iowa",25,26
2017-03-27,"Massachusetts",24,21
2017-03-27,"Maryland",26,46
2017-03-27,"Oregon",36,24
2017-03-27,"Oklahoma",23,18.25
2017-03-27,"Tennessee",17,20
2017-03-27,"North Carolina",20,26
2017-03-27,"California",33,36
2017-03-27,"Indiana",42,40
2017-03-27,"Texas",26,27
2017-03-27,"Ohio",20,19.6666666666667
2017-03-27,"Minnesota",17,21
2017-03-27,"Mississippi",22,35
2017-03-27,"Florida",28.5,31
2017-03-27,"Missouri",29,31
2017-03-28,"Iowa",17,18
2017-03-28,"Hawaii",46,21.5
2017-03-28,"North Carolina",27,27
2017-03-28,"Florida",63,51
2017-03-28,"New Jersey",19,19.5
2017-03-28,"New Hampshire",39,34
2017-03-28,"Florida",20,24
2017-03-28,"Florida",22.5,25
2017-03-28,"Ohio",14,21
2017-03-28,"Missouri",50,51
2017-03-28,"North Carolina",38,18
2017-03-28,"Pennsylvania",23,16
2017-03-28,"Texas",69,50
2017-03-28,"New York",38.5,29
2017-03-28,"California",24,25
2017-03-28,"Pennsylvania",29,22
2017-03-28,"California",39,44.5
2017-03-28,"Alabama",24,17
2017-03-28,"Tennessee",19,28
2017-03-28,"Texas",29,19.5
2017-03-28,"Georgia",25,28
2017-03-28,"Kentucky",18,25
2017-03-28,"Wisconsin",26,15
2017-03-28,"Pennsylvania",76,78
2017-03-28,"Oregon",35,26
2017-03-29,"Texas",44,43.5
2017-03-29,"Alabama",62,67
2017-03-29,"Michigan",25,21
2017-03-29,"Missouri",56,27.6666666666667
2017-03-29,"North Carolina",25,20
2017-03-29,"Mississippi",17,18
2017-03-29,"New York",46,32
2017-03-29,"North Carolina",35,34
2017-03-29,"Tennessee",19,16.5
2017-03-29,"California",52,24
2017-03-29,"Florida",47,25
2017-03-29,"Nevada",37,27
2017-03-29,"Colorado",28,45
2017-03-29,"California",23,27
2017-03-29,"Michigan",24,19
2017-03-29,"North Dakota",9,11
2017-03-29,"Alabama",79,22
2017-03-29,"Connecticut",21.6666666666667,36
2017-03-29,"Texas",29,20
2017-03-29,"Kentucky",27,27
2017-03-30,"Texas",34,32
2017-03-30,"New York",13,40
2017-03-30,"Washington",7,34
2017-03-30,"Ohio",23,22
2017-03-30,"Minnesota",8,29
2017-03-30,"Arizona",23,29
2017-03-30,"Illinois",16,30
2017-03-30,"Florida",74,76
2017-03-30,"South Carolina",28,18.5
2017-03-30,"Utah",29,33
2017-03-30,"Ohio",46.6666666666667,21
2017-03-30,"Washington",16,16
2017-03-30,"Texas",21,29
2017-03-30,"Florida",17.6666666666667,32.5
2017-03-30,"Virginia",56,65
2017-03-30,"Massachusetts",28,34
2017-03-30,"Illinois",24.75,19
2017-03-30,"Missouri",40,42
2017-03-30,"Tennessee",18,16
2017-03-30,"Virginia",24,26
2017-03-30,"Alabama",40,43
2017-03-30,"Texas",32,29
2017-03-30,"Tennessee",39,18
2017-03-30,"Texas",7,34
2017-03-30,"Michigan",8,29
2017-03-30,"Virginia",13,35
2017-03-30,"New Jersey",39,19
2017-03-30,"Ohio",21,19
2017-03-30,"Alabama",14,17.3333333333333
2017-03-31,"California",32,25
2017-03-31,"California",30,64
2017-03-31,"California",52,30.5
2017-03-31,"Indiana",45,47.4
2017-03-31,"Louisiana",68,18
2017-03-31,"California",38,61
2017-03-31,"Louisiana",33,61
2017-03-31,"Texas",20,19
2017-03-31,"Arkansas",23,18.5
2017-03-31,"Kentucky",47,53
2017-03-31,"New Jersey",39,23
2017-03-31,"Illinois",68.5,40
2017-03-31,"New York",21,17
2017-03-31,"New York",17,18
2017-03-31,"Ohio",17,17
2017-03-31,"New Jersey",16.5,17
2017-03-31,"Indiana",38,38
2017-03-31,"Indiana",32,34
2017-03-31,"Florida",38,45
2017-03-31,"New York",42,31
2017-03-31,"Tennessee",31,16
2017-03-31,"Florida",18,31
2017-04-01,"Florida",70,68
2017-04-01,"Florida",34,22.3333333333333
2017-04-01,"Florida",27.8,22
2017-04-01,"Missouri",33,27
2017-04-01,"Washington",31,59
2017-04-01,"Oklahoma",26.8,28
2017-04-01,"California",41,16
2017-04-01,"California",20,20
2017-04-01,"Virginia",44,67
2017-04-01,"Missouri",40,32
2017-04-01,"Arizona",24,25
2017-04-01,"Illinois",17,25
2017-04-01,"North Carolina",42,50
2017-04-01,"Wisconsin",31.5,27
2017-04-01,"Oklahoma",38,23
2017-04-01,"Georgia",23,19
2017-04-01,"Texas",24,29
2017-04-01,"Washington",40,40
2017-04-01,"California",27.5,20.5
2017-04-01,"Michigan",30,22
2017-04-01,"Washington",26,23
2017-04-01,"Nevada",40,35
2017-04-01,"Georgia",7,17
2017-04-01,"North Carolina",24,35
2017-04-01,"Illinois",30,23
2017-04-01,"Kansas",51.5,36
2017-04-01,"New York",26,29
2017-04-01,"Virginia",22,22
2017-04-02,"Arkansas",24,26.5
2017-04-02,"Michigan",19,16.6666666666667
2017-04-02,"Alabama",20,21
2017-04-02,"Alabama",17,14
2017-04-02,"Nebraska",20,18
2017-04-02,"California",31,33
2017-04-02,"Mississippi",28,19
2017-04-02,"Illinois",35,25
2017-04-02,"Florida",33,32
2017-04-02,"Louisiana",33,40
2017-04-02,"Illinois",19.5,25
2017-04-02,"Michigan",26,25
2017-04-02,"Tennessee",25,49
2017-04-02,"California",44,38
2017-04-02,"South Carolina",22.5,30
2017-04-02,"Colorado",22,36
2017-04-02,"New Jersey",27,30
2017-04-02,"California",37,28
2017-04-02,"Ohio",24,17
2017-04-02,"North Carolina",62.5,36
2017-04-03,"Maryland",36,43
2017-04-03,"North Carolina",14,17.5
2017-04-03,"Kansas",18,18
2017-04-03,"Pennsylvania",51,56
2017-04-03,"Louisiana",21,27
2017-04-03,"Tennessee",17,16
2017-04-03,"Florida",36,31
2017-04-03,"Texas",40,46
2017-04-03,"New York",54,31
2017-04-03,"Texas",32.8571428571429,23
2017-04-03,"Indiana",28,19
2017-04-03,"West Virginia",77,29
2017-04-03,"Arkansas",35,30
2017-04-03,"Pennsylvania",24,25
2017-04-03,"Virginia",32,53
2017-04-03,"Maryland",31,39
2017-04-03,"Alabama",18,17
2017-04-03,"Georgia",39,40
2017-04-03,"Georgia",40,39
2017-04-03,"New Jersey",17,19
2017-04-03,"Colorado",25,27
2017-04-03,"Texas",44,45
2017-04-03,"Pennsylvania",50,17
2017-04-03,"California",50,50
2017-04-03,"Virginia",25,18
2017-04-03,"California",26,34
2017-04-03,"Arkansas",38,34
2017-04-03,"Texas",22,35
2017-04-03,"Texas",57,64
2017-04-03,"Illinois",45,56
2017-04-03,"Maryland",15.5,16
2017-04-04,"New York",27,25
2017-04-04,"New York",30,27
2017-04-04,"Oklahoma",54,17
2017-04-04,"Illinois",68,43
2017-04-04,"Missouri",18.5,18
2017-04-04,"Michigan",18,16
2017-04-04,"Alabama",34,27
2017-04-04,"Indiana",16,18.5
2017-04-04,"Missouri",37,30
2017-04-04,"Florida",51,55
2017-04-04,"Kentucky",38,36
2017-04-04,"Michigan",23.5,25
2017-04-04,"Illinois",34,42
2017-04-04,"California",29,43
2017-04-04,"Louisiana",20,21
2017-04-04,"Florida",38,32
2017-04-04,"Georgia",50,54
2017-04-04,"Mississippi",21,41
2017-04-04,"Wisconsin",38,24
2017-04-04,"Georgia",47,32
2017-04-05,"Texas",29,29
2017-04-05,"Illinois",69,22.5
2017-04-05,"Alabama",27,29
2017-04-05,"Illinois",20,18.5
2017-04-05,"Florida",26,24
2017-04-05,"North Carolina",63,22
2017-04-05,"Florida",41,60
2017-04-05,"Tennessee",30,23
2017-04-05,"Oklahoma",24,28.25
2017-04-05,"Virginia",18,17
2017-04-05,"New Mexico",25,25
2017-04-05,"Wisconsin",37,28
2017-04-05,"Missouri",22,18
2017-04-05,"Illinois",28,31
2017-04-06,"North Carolina",49,24
2017-04-06,"Michigan",42,28.3333333333333
2017-04-06,"Arkansas",21,24
2017-04-06,"Oregon",55,35
2017-04-06,"Mississippi",25,19
2017-04-06,"Ohio",40,14
2017-04-06,"Texas",20,20.6666666666667
2017-04-06,"Tennessee",60,60
2017-04-06,"Indiana",47,51
2017-04-06,"New York",25,23
2017-04-06,"Tennessee",17,21
2017-04-06,"Indiana",35,56
2017-04-06,"Florida",54,68
2017-04-06,"Louisiana",19,25
2017-04-06,"Louisiana",18,21
2017-04-06,"Minnesota",28,25
2017-04-06,"Illinois",28,20
2017-04-06,"Iowa",46,20
2017-04-07,"New York",16,44
2017-04-07,"Connecticut",33,36
