"date","state","avg_victim_age","avg_suspect_age"
2017-09-02,"Louisiana",31,31
2017-09-02,"New Jersey",26.5,24
2017-09-02,"Michigan",46,17
2017-09-02,"Virginia",18,19
2017-09-02,"Arizona",33,26
2017-09-02,"South Carolina",32,24
2017-09-02,"Maryland",31,33
2017-09-02,"Kentucky",16,16.6666666666667
2017-09-02,"California",20,24
2017-09-02,"Indiana",31,31
2017-09-02,"California",23,15
2017-09-02,"West Virginia",20.5,24
2017-09-03,"Kentucky",16,16
2017-09-03,"Wisconsin",20,19
2017-09-03,"Washington",17,21
2017-09-03,"Florida",19,18
2017-09-03,"Georgia",19,27
2017-09-03,"Kansas",20,22
2017-09-03,"Arizona",33,42
2017-09-03,"South Carolina",68,24
2017-09-03,"Iowa",32,27
2017-09-03,"North Carolina",25,25
2017-09-03,"Minnesota",25,25
2017-09-03,"Pennsylvania",28,33
2017-09-03,"Texas",75,28
2017-09-03,"Mississippi",25,22
2017-09-03,"South Dakota",35,59
2017-09-03,"Alabama",21,44
2017-09-03,"Alabama",38,24
2017-09-03,"California",46,29
2017-09-03,"Illinois",43,46
2017-09-03,"Missouri",66,66
2017-09-03,"Florida",74,42
2017-09-03,"Louisiana",25,16
2017-09-03,"Mississippi",19,19
2017-09-03,"Missouri",24,24
2017-09-03,"West Virginia",33,37
2017-09-03,"Florida",19,21
2017-09-04,"Georgia",35,19
2017-09-04,"Florida",18,73
2017-09-04,"Georgia",36,31
2017-09-04,"Oklahoma",38,42
2017-09-04,"Ohio",29,40
2017-09-04,"Illinois",26,34
2017-09-04,"North Carolina",20,28
2017-09-04,"Ohio",27,24
2017-09-04,"Virginia",38,63
2017-09-04,"Virginia",19,29
2017-09-04,"Oklahoma",39,33
2017-09-04,"Alabama",43.5,70
2017-09-04,"North Carolina",23,24
2017-09-04,"Connecticut",20,18.5
2017-09-04,"Tennessee",16,18
2017-09-04,"Louisiana",29,37
2017-09-04,"Louisiana",17,17.5
2017-09-04,"Tennessee",28,20
2017-09-04,"Texas",28,38
2017-09-04,"Texas",32,28
2017-09-04,"Texas",34,35
2017-09-04,"Maryland",22,19
2017-09-04,"Mississippi",37,37
2017-09-04,"South Carolina",28,29
2017-09-04,"Alabama",47,30
2017-09-04,"California",27,57
2017-09-05,"Georgia",28,37
2017-09-05,"South Carolina",33,25.5
2017-09-05,"Alabama",24,53
2017-09-05,"Florida",76,81
2017-09-05,"Mississippi",53,60
2017-09-05,"Texas",28,19
2017-09-05,"North Carolina",20,28
2017-09-05,"South Carolina",22,17
2017-09-05,"Texas",34,32
2017-09-05,"New York",15,24
2017-09-05,"Indiana",60,62
2017-09-05,"Massachusetts",21,25
2017-09-05,"Pennsylvania",23,26
2017-09-05,"Ohio",46,27
2017-09-05,"California",17.3333333333333,14
2017-09-05,"Colorado",40,34
2017-09-05,"New Jersey",38,55
2017-09-05,"Illinois",27,33
2017-09-05,"New Mexico",30,30
2017-09-05,"Tennessee",19,19
2017-09-05,"New Jersey",23,24
2017-09-05,"North Carolina",25,19.3333333333333
2017-09-06,"Alabama",15,17.5
2017-09-06,"Indiana",33,34
2017-09-06,"Ohio",20.3333333333333,24
2017-09-06,"Iowa",16,16
2017-09-06,"Illinois",38,27
2017-09-06,"Iowa",60,43
2017-09-06,"Ohio",32.5,37
2017-09-06,"Nebraska",33,41
2017-09-06,"Arizona",39.5,37
2017-09-06,"Oklahoma",24,16
2017-09-06,"Alabama",35,26
2017-09-06,"Nevada",37,26
2017-09-06,"Illinois",42,38
2017-09-06,"Ohio",34,25
2017-09-06,"Oklahoma",27,25
2017-09-06,"Louisiana",23.5,31
2017-09-06,"Oklahoma",34,38
2017-09-07,"Mississippi",22,23
2017-09-07,"Arizona",69,26
2017-09-07,"Ohio",32,67
2017-09-07,"California",53.5,59
2017-09-07,"Mississippi",35,30
2017-09-07,"Delaware",28,29
2017-09-07,"Michigan",21,55
2017-09-07,"Pennsylvania",38,18.5
2017-09-07,"Georgia",19,20
2017-09-07,"Florida",52,47
2017-09-07,"Maryland",30,40
2017-09-07,"New Hampshire",30,31
2017-09-08,"Illinois",26,26
2017-09-08,"Ohio",25,24
2017-09-08,"Virginia",4,2
2017-09-08,"Mississippi",13,13
2017-09-08,"New Jersey",26,36.5
2017-09-08,"Michigan",51,19
2017-09-08,"Oregon",21,51
2017-09-08,"Idaho",45,34
2017-09-08,"Michigan",41,36
2017-09-08,"North Carolina",36,39
2017-09-08,"Oklahoma",16,19
2017-09-08,"South Carolina",53.5,18
2017-09-08,"Texas",21,16
2017-09-08,"California",28,34
2017-09-08,"Florida",28,15.6666666666667
2017-09-08,"Louisiana",24,25
2017-09-08,"Illinois",30,27.5
2017-09-08,"Mississippi",15,17
2017-09-08,"Tennessee",36,28
2017-09-08,"Massachusetts",29,27
2017-09-08,"Washington",45,45
2017-09-09,"California",30,30
2017-09-09,"New Jersey",45,43
2017-09-09,"Pennsylvania",48,23
2017-09-09,"Florida",49,33
2017-09-09,"Illinois",27,29
2017-09-09,"Georgia",28,24.5
2017-09-09,"North Carolina",79,26
2017-09-09,"Ohio",49,34
2017-09-09,"Massachusetts",19,19
2017-09-09,"Minnesota",46,40
2017-09-09,"Kansas",29.5,25
2017-09-09,"Oregon",19,18
2017-09-09,"North Carolina",19,29
2017-09-09,"Wyoming",27,43
2017-09-09,"Michigan",25,22
2017-09-09,"Virginia",26,34
2017-09-10,"New Jersey",37,23
2017-09-10,"Pennsylvania",23,26
2017-09-10,"Massachusetts",31.5,23
2017-09-10,"California",22,22
2017-09-10,"South Carolina",18,19
2017-09-10,"North Carolina",25,34
2017-09-10,"District of Columbia",24,16.5
2017-09-10,"Indiana",20.5,23
2017-09-10,"District of Columbia",41,36
2017-09-10,"Texas",28,38
2017-09-10,"Texas",27.1111111111111,32
2017-09-10,"Massachusetts",36.6666666666667,30
2017-09-10,"North Carolina",21,24.5
2017-09-10,"Missouri",16,17
2017-09-10,"Virginia",34,24.5
2017-09-10,"Virginia",26,21
2017-09-10,"Nevada",77,26
2017-09-10,"Kentucky",48,37
2017-09-10,"Illinois",23,29
2017-09-10,"Washington",46,27
2017-09-11,"California",38,36.5
2017-09-11,"Massachusetts",32,21
2017-09-11,"Ohio",19,20.3333333333333
2017-09-11,"Maryland",19,41
2017-09-11,"Nebraska",19,19
2017-09-11,"Wisconsin",41,24
2017-09-11,"Alabama",68,27
2017-09-11,"Washington",39,27
2017-09-11,"Oklahoma",29,34
2017-09-11,"Arkansas",43,28
2017-09-11,"Indiana",40,35
2017-09-11,"Mississippi",12,43
2017-09-11,"New York",52,43
2017-09-11,"Virginia",45,18
2017-09-12,"Missouri",22,21
2017-09-12,"Illinois",17,23
2017-09-12,"Oregon",30,30
2017-09-12,"Alabama",21,72
2017-09-12,"North Carolina",23,24
2017-09-12,"Texas",48,18
2017-09-12,"Florida",23.5,31
2017-09-12,"Idaho",13,47
2017-09-12,"Alabama",29.5,21.5
2017-09-12,"Michigan",24,24
2017-09-12,"California",62,19
2017-09-12,"Washington",19,16.5
2017-09-12,"Louisiana",59,23
2017-09-12,"North Carolina",26,18
2017-09-12,"New Hampshire",70,49
2017-09-12,"Texas",23,25
2017-09-12,"Alaska",36.6666666666667,43
2017-09-12,"Indiana",21,26
2017-09-12,"New Mexico",26,25
2017-09-12,"Washington",61,35
2017-09-12,"Texas",26,21
2017-09-12,"California",57,42
2017-09-12,"Louisiana",47,36
2017-09-13,"Missouri",22,19
2017-09-13,"Oklahoma",20,21
2017-09-13,"Florida",66,27
2017-09-13,"Tennessee",25.1666666666667,23
2017-09-13,"Georgia",18,17
2017-09-13,"Missouri",23,25.5
2017-09-13,"Arizona",23,40
2017-09-13,"Florida",21,22
2017-09-13,"Georgia",15,16
2017-09-13,"Ohio",26,24
2017-09-14,"South Carolina",28.5,20
2017-09-14,"California",23,26
2017-09-14,"Florida",20,23
2017-09-14,"Pennsylvania",43,42
2017-09-14,"Florida",14,14
2017-09-14,"Virginia",38,43
2017-09-14,"Delaware",32,25
2017-09-14,"Florida",44,27
2017-09-14,"Illinois",22,35
2017-09-14,"Nevada",40,30
2017-09-14,"Ohio",51,18.5
2017-09-14,"Pennsylvania",23,18
2017-09-14,"Georgia",23,33
2017-09-14,"Missouri",35,35.5
2017-09-14,"South Carolina",25.5,31
2017-09-14,"Connecticut",19,53
2017-09-14,"Tennessee",8.66666666666667,27
2017-09-14,"Washington",19,21
2017-09-14,"Missouri",37,35
2017-09-14,"Louisiana",49,23
2017-09-14,"Washington",24,16
2017-09-14,"Texas",27,25
2017-09-14,"Georgia",15,20
2017-09-15,"Minnesota",44,32
2017-09-15,"Oklahoma",35.5,18.6666666666667
2017-09-15,"Missouri",22,22
2017-09-15,"Wisconsin",60,21
2017-09-15,"Delaware",28,47
2017-09-15,"Michigan",42,57
2017-09-15,"Florida",26,21
2017-09-15,"Washington",48,21
2017-09-15,"Florida",17,20
2017-09-15,"Virginia",40,33
2017-09-15,"New York",33,29.5
2017-09-15,"New York",18,19
2017-09-15,"South Carolina",5,31.5
2017-09-15,"Massachusetts",21,30
2017-09-15,"Mississippi",24,23.5
2017-09-15,"Louisiana",29,22
2017-09-15,"Ohio",21,17
2017-09-16,"Florida",57,57
2017-09-16,"Alabama",46,31
2017-09-16,"Wisconsin",50,59
2017-09-16,"Indiana",24,52
2017-09-16,"Montana",24,28
2017-09-16,"Pennsylvania",26,27
2017-09-16,"Illinois",25,43
2017-09-16,"South Carolina",37,42
2017-09-16,"Illinois",33,42
2017-09-16,"Illinois",27,22
2017-09-16,"Illinois",21,18
2017-09-16,"Indiana",43,46
2017-09-16,"Pennsylvania",28,20.3333333333333
2017-09-16,"Missouri",31,32.5
2017-09-16,"North Carolina",59,34
2017-09-16,"Ohio",2,27
2017-09-16,"Kentucky",48,48
2017-09-16,"Pennsylvania",20,16
2017-09-17,"Georgia",22,25
2017-09-17,"North Carolina",22,23
2017-09-17,"North Carolina",31,34
2017-09-17,"South Carolina",36,19
2017-09-17,"New Jersey",51,42
2017-09-17,"Indiana",18,18
2017-09-17,"Pennsylvania",32,27
2017-09-17,"New York",34,31
2017-09-17,"Florida",31,19
2017-09-17,"Missouri",61,16
2017-09-17,"Indiana",21,25
2017-09-17,"Virginia",76,14
2017-09-17,"Ohio",22,25
2017-09-17,"Georgia",26,25
2017-09-17,"Ohio",14,14
2017-09-17,"Oregon",32,21
2017-09-17,"North Carolina",28,39
2017-09-17,"Oklahoma",46,40
2017-09-17,"Wisconsin",36,27
2017-09-17,"Texas",19,18
2017-09-17,"Wisconsin",17,19
2017-09-18,"Tennessee",18,20
2017-09-18,"Oklahoma",51,42
2017-09-18,"Kansas",23,42
2017-09-18,"Nebraska",18,18
2017-09-18,"Ohio",27,61
2017-09-18,"New York",15,28
2017-09-18,"Georgia",28,24
2017-09-18,"Texas",18,19.3333333333333
2017-09-18,"Nebraska",32,24
2017-09-18,"Texas",51,22
2017-09-18,"Illinois",28,18
2017-09-18,"New Mexico",34,25
2017-09-18,"New York",18,16
2017-09-18,"Louisiana",63,59
2017-09-18,"Kentucky",61,64
2017-09-18,"Ohio",21,17
2017-09-18,"Illinois",5,33
2017-09-18,"New Jersey",34,19
2017-09-18,"Ohio",58,25.5
2017-09-19,"Texas",39,34
2017-09-19,"Louisiana",66,36
2017-09-19,"Florida",25,22
2017-09-19,"Ohio",75,72
2017-09-19,"Illinois",59.5,33
2017-09-19,"Oregon",39,39
2017-09-19,"New Jersey",20.3333333333333,25.3333333333333
2017-09-19,"Kansas",20,26
2017-09-19,"Ohio",31,20
2017-09-19,"Kansas",35,52
2017-09-19,"Alabama",37,19
2017-09-19,"Louisiana",25,25
2017-09-19,"Louisiana",38,37
2017-09-19,"Indiana",40,19
2017-09-19,"Illinois",49,44
2017-09-19,"Virginia",49,31
2017-09-19,"Virginia",33,37
2017-09-19,"Texas",21,17
2017-09-19,"California",33.5,31
2017-09-19,"Utah",19,20.5
2017-09-19,"Florida",36,41
2017-09-19,"Ohio",24,24
2017-09-19,"Alabama",21,21
2017-09-19,"Washington",25,20
2017-09-19,"Nevada",48,17
2017-09-19,"Florida",18.3333333333333,20
2017-09-20,"Alabama",17,17
2017-09-20,"New York",47,45
2017-09-20,"New York",65,22
2017-09-20,"Michigan",19,17
2017-09-20,"New Jersey",24,28
2017-09-20,"Oklahoma",22,22
2017-09-20,"Illinois",52,18.6666666666667
2017-09-20,"Nevada",24,18
2017-09-20,"North Carolina",34,72
2017-09-20,"North Carolina",29,29
2017-09-20,"South Carolina",30,29
2017-09-20,"Louisiana",19,17.3333333333333
2017-09-20,"Michigan",38,32
2017-09-20,"Wisconsin",46,50
2017-09-20,"Hawaii",34,22
2017-09-20,"Utah",52,19
2017-09-20,"Nebraska",19,35
2017-09-20,"Alabama",39,35
2017-09-20,"Virginia",19.5,21.75
2017-09-20,"Maryland",38.5,26.6666666666667
2017-09-20,"District of Columbia",16,19
2017-09-20,"Indiana",64,22
2017-09-20,"Michigan",54,22
2017-09-21,"South Carolina",48,18.5
2017-09-21,"Illinois",48,32
2017-09-21,"Indiana",18,17
2017-09-21,"Massachusetts",6,49
2017-09-21,"Colorado",26,24
2017-09-21,"Wisconsin",48,58
2017-09-21,"Virginia",17,18.5
2017-09-21,"Minnesota",35,22
2017-09-21,"California",20,20
2017-09-21,"California",50,50
2017-09-21,"Texas",19,22
2017-09-21,"Florida",53,48
2017-09-21,"Alabama",9,22
2017-09-21,"Connecticut",46,45
2017-09-21,"Ohio",41,26
2017-09-21,"Missouri",65,41
2017-09-21,"Idaho",16,21
2017-09-21,"Ohio",34,39
2017-09-22,"Pennsylvania",24,3
2017-09-22,"Louisiana",48,25
2017-09-22,"Utah",18,18
2017-09-22,"Oklahoma",28,25
2017-09-22,"Nevada",68,62
2017-09-22,"Texas",30,32
2017-09-22,"Maine",52,33
2017-09-22,"North Carolina",36,22.3333333333333
2017-09-22,"Virginia",34,35
2017-09-22,"Virginia",58,34
2017-09-22,"Texas",42,51
2017-09-22,"Kansas",44,50
2017-09-22,"Missouri",19,14
2017-09-22,"Kansas",42,34
2017-09-22,"Kansas",37,40
2017-09-22,"Colorado",16,16
2017-09-22,"Florida",57,27
2017-09-22,"Florida",18,17
2017-09-22,"Indiana",50,33
2017-09-22,"New Mexico",50,33
2017-09-22,"Washington",26,38
2017-09-22,"Pennsylvania",48,30
2017-09-22,"Louisiana",26,24
2017-09-22,"Missouri",21,20
2017-09-22,"Florida",4.5,29
2017-09-23,"Michigan",20,48
2017-09-23,"Oklahoma",33,32
2017-09-23,"California",58,27
2017-09-23,"Georgia",82,57
2017-09-23,"Florida",31,24
2017-09-23,"Pennsylvania",51,49
2017-09-23,"Missouri",45,23
2017-09-23,"Georgia",20,24.5
2017-09-23,"Tennessee",23,21
2017-09-23,"California",45,52
2017-09-23,"Virginia",69,24
2017-09-23,"Minnesota",16,17
2017-09-23,"Tennessee",22,24.5
2017-09-23,"Ohio",59,79
2017-09-23,"Missouri",27,2
2017-09-23,"Oklahoma",18,20
2017-09-23,"Ohio",57,49
2017-09-23,"Louisiana",64,26
2017-09-23,"Alabama",22,21
2017-09-23,"Connecticut",33.75,40
2017-09-23,"Nebraska",15,25
2017-09-23,"Virginia",22,17
2017-09-24,"South Carolina",21.5,22
2017-09-24,"New York",16,17
2017-09-24,"California",20,17.5
2017-09-24,"Arkansas",38,18
2017-09-24,"Illinois",29,14
2017-09-24,"Nevada",16,40
2017-09-24,"Louisiana",13.5,50
2017-09-24,"Georgia",21,19
2017-09-24,"Ohio",17.5,16
2017-09-24,"Indiana",18,19
2017-09-24,"Georgia",35,36
2017-09-24,"Nebraska",30,30
2017-09-24,"Tennessee",61.25,25
2017-09-24,"Tennessee",26,21.5
2017-09-24,"Florida",35,24
2017-09-24,"Louisiana",20,20
2017-09-25,"Arizona",20,34
2017-09-25,"Alabama",26,20
2017-09-25,"Alabama",42,19
2017-09-25,"Alabama",26,20
2017-09-25,"Texas",57,49
2017-09-25,"New York",35,29.5
2017-09-25,"Illinois",36,42
2017-09-25,"Indiana",18,18
2017-09-25,"Florida",38,46
2017-09-25,"Alabama",29,55
2017-09-25,"Arizona",53,54
2017-09-25,"Pennsylvania",53.5,29
2017-09-25,"Florida",27,29
2017-09-25,"South Carolina",13,49
2017-09-25,"North Carolina",19,25
2017-09-25,"Pennsylvania",26,21
2017-09-25,"Pennsylvania",38,39
2017-09-25,"South Carolina",13,49
2017-09-25,"New York",26,20
2017-09-25,"Colorado",24,20.4285714285714
2017-09-25,"South Carolina",24,38
2017-09-25,"New Mexico",22,17
2017-09-25,"North Carolina",18.5,24
2017-09-25,"Virginia",43,20
2017-09-25,"Ohio",24,24
2017-09-25,"Florida",39,60
2017-09-26,"Pennsylvania",16.5,18
2017-09-26,"South Carolina",25.3333333333333,24
2017-09-26,"Mississippi",20,19
2017-09-26,"Missouri",34,39
2017-09-26,"California",32,43
2017-09-26,"Texas",38,34
2017-09-26,"California",15,15
2017-09-26,"New York",60,17
2017-09-26,"Pennsylvania",49,31
2017-09-26,"Maryland",34,46
2017-09-26,"New York",59,19
2017-09-26,"New York",32,19
2017-09-26,"Massachusetts",23,42
2017-09-26,"Tennessee",19.5,17
2017-09-26,"Massachusetts",20,23
2017-09-26,"Indiana",19,22.5
2017-09-26,"Texas",15,17
2017-09-26,"Florida",22,26
2017-09-26,"Arkansas",24,20
2017-09-27,"Illinois",43,22
2017-09-27,"South Carolina",59,29
2017-09-27,"Louisiana",55,26
2017-09-27,"Ohio",34,36
2017-09-27,"Mississippi",21,22
2017-09-27,"Michigan",3,3
2017-09-27,"Washington",41,35
2017-09-27,"Mississippi",42,17
2017-09-27,"Maryland",20,25
2017-09-27,"Florida",49,43
2017-09-27,"Pennsylvania",33,37
2017-09-27,"Oklahoma",21,24
2017-09-27,"South Carolina",18,19.5
2017-09-27,"Texas",32,40.5
2017-09-27,"Texas",24,17
2017-09-27,"California",38,37
2017-09-28,"Oregon",39,30
2017-09-28,"Pennsylvania",20,21
2017-09-28,"Texas",24,35
2017-09-28,"Kansas",55,49
2017-09-28,"South Carolina",50,21
2017-09-28,"Missouri",29,32
2017-09-28,"New York",20,32
2017-09-28,"Indiana",24,24
2017-09-28,"Ohio",39,30
2017-09-28,"Virginia",37,18
2017-09-28,"Arkansas",29,27
2017-09-28,"Kansas",36,29
2017-09-28,"North Carolina",27,34
2017-09-28,"Virginia",23,16
2017-09-28,"New York",30,29
2017-09-28,"Alabama",53,51
2017-09-28,"Alabama",32,20.3333333333333
2017-09-28,"Ohio",39,27
2017-09-28,"North Carolina",49,23.25
2017-09-28,"Texas",8,11
2017-09-29,"Texas",37,36
2017-09-29,"Wisconsin",47.5,24
2017-09-29,"California",26,22
2017-09-29,"New Jersey",30,33
2017-09-29,"Idaho",38,38
2017-09-29,"North Carolina",20,21
2017-09-29,"New York",29,49
2017-09-29,"Indiana",22,17
2017-09-29,"Wisconsin",48,25
2017-09-29,"Indiana",21,18
2017-09-29,"Illinois",34,62
2017-09-29,"Washington",32,32
2017-09-29,"Florida",20,17
2017-09-29,"New Jersey",17,18
2017-09-29,"Mississippi",31,26
2017-09-29,"Missouri",26,18
2017-09-29,"North Carolina",19,25
2017-09-29,"Minnesota",37,35
2017-09-29,"North Carolina",19,23
2017-09-29,"New York",51,33
2017-09-29,"Georgia",28,32
2017-09-30,"South Carolina",35,18.25
2017-09-30,"Oregon",44.5,50
2017-09-30,"Massachusetts",36.5,18
2017-09-30,"Indiana",50,26
2017-09-30,"Georgia",24,38
2017-09-30,"Indiana",38,43
2017-09-30,"Alabama",57,43
2017-09-30,"South Carolina",44,24
2017-09-30,"Florida",17,41
2017-09-30,"Ohio",51,32
2017-09-30,"Texas",30,42
2017-09-30,"Ohio",43,36
2017-09-30,"Alabama",34,39
2017-09-30,"Maryland",35,29.5
2017-09-30,"Nebraska",21,19
2017-09-30,"Michigan",76,75
2017-09-30,"Alabama",36,24
2017-09-30,"Ohio",22,17
2017-09-30,"North Dakota",52,35
2017-09-30,"Pennsylvania",40,28
2017-09-30,"North Carolina",60,36
2017-09-30,"North Carolina",22,30
2017-09-30,"Alabama",18,21
2017-10-01,"South Carolina",16,17
2017-10-01,"South Carolina",15,18
2017-10-01,"Oklahoma",44,16
2017-10-01,"Texas",43,28
2017-10-01,"Nevada",37,36
2017-10-01,"Pennsylvania",40,40
2017-10-01,"South Carolina",23,22
2017-10-01,"Kansas",22.6,20.3333333333333
2017-10-01,"Pennsylvania",45,33
2017-10-01,"New York",41,27
2017-10-01,"Alabama",40,20.3333333333333
2017-10-01,"Texas",14,19
2017-10-01,"Michigan",17,17
2017-10-01,"Ohio",32,21
2017-10-01,"Maryland",51,37
2017-10-01,"California",32,20
2017-10-01,"California",35,40
2017-10-01,"Michigan",17,17
2017-10-01,"California",41,21
2017-10-01,"Georgia",8,25
2017-10-01,"Idaho",45,36
2017-10-01,"Washington",29.5,46
2017-10-01,"Georgia",30.5,20.5
2017-10-02,"Missouri",39,20
2017-10-02,"Maryland",24,34
2017-10-02,"Virginia",24,21
2017-10-02,"Florida",28,28
2017-10-02,"North Carolina",33,36.6666666666667
2017-10-02,"Pennsylvania",47,45
2017-10-02,"Georgia",26,23
2017-10-02,"Arkansas",18,23
2017-10-02,"Massachusetts",22,30
2017-10-02,"Michigan",23,29
2017-10-02,"Texas",55,89
2017-10-02,"Tennessee",21,23
2017-10-02,"Pennsylvania",22,26
2017-10-03,"New York",56,70
2017-10-03,"Maryland",68,45
2017-10-03,"Louisiana",21.5,75
2017-10-03,"California",44,27
2017-10-03,"Texas",14,16
2017-10-03,"Arkansas",35,29
2017-10-03,"Florida",25,25
2017-10-03,"Arizona",54,14
2017-10-03,"North Carolina",22,20
2017-10-03,"California",60,57
2017-10-03,"Kansas",23,21
2017-10-03,"Arizona",21,69
2017-10-03,"Illinois",36,19.5
2017-10-03,"Alabama",17,46
2017-10-03,"California",39,30
2017-10-03,"Kentucky",57,58
2017-10-03,"Colorado",28,26
2017-10-03,"Texas",40.3333333333333,29
2017-10-03,"Maine",67,72
2017-10-03,"North Carolina",37,23
2017-10-04,"Ohio",24.5,20
2017-10-04,"Missouri",25.5,19
2017-10-04,"Washington",14,12.5
2017-10-04,"Colorado",48,40
2017-10-04,"Ohio",17,19.5
2017-10-04,"Pennsylvania",62.5,61
2017-10-04,"South Carolina",18,19
2017-10-04,"Georgia",38,36
2017-10-04,"Oklahoma",22,19
2017-10-04,"Michigan",22,24
2017-10-04,"Maryland",39,37
2017-10-04,"Oklahoma",38,27
2017-10-04,"Illinois",18,20
2017-10-04,"Louisiana",24,32
2017-10-04,"Georgia",30,47
2017-10-04,"Missouri",17,17
2017-10-04,"Massachusetts",19,27
2017-10-04,"Kentucky",73,47
2017-10-04,"Florida",43,59
2017-10-04,"Kentucky",42,36
2017-10-04,"South Dakota",21,19
2017-10-04,"Oregon",29,34
2017-10-05,"Tennessee",62,18
2017-10-05,"New Jersey",37,19
2017-10-05,"New York",35,33
2017-10-05,"Arizona",29.75,26.5
2017-10-05,"California",17.5,28
2017-10-05,"Illinois",27,41
2017-10-05,"Georgia",50,40
2017-10-05,"New York",37,44
2017-10-05,"Ohio",37,41
2017-10-05,"North Carolina",34,34
2017-10-05,"California",34,31
2017-10-05,"Alabama",37,57
2017-10-05,"Texas",55,56
2017-10-05,"Georgia",61,13
2017-10-05,"Delaware",60,61
2017-10-05,"Illinois",25,25
2017-10-05,"Florida",18,17
2017-10-05,"Mississippi",38,27
2017-10-05,"Alaska",22,34
2017-10-06,"Maryland",25,33.5
2017-10-06,"Alabama",6,25
2017-10-06,"Michigan",60,62
2017-10-06,"Michigan",49,50
2017-10-06,"Iowa",40,33
2017-10-06,"West Virginia",46,29
2017-10-06,"Illinois",22,21
2017-10-06,"New Jersey",36,21
2017-10-06,"North Carolina",21,18
2017-10-06,"Florida",18,52
2017-10-06,"Florida",6,25
2017-10-06,"Oregon",70,24
2017-10-06,"Michigan",17,19
2017-10-06,"Arkansas",0,30
2017-10-06,"Maine",32,32
2017-10-06,"West Virginia",6,39
2017-10-06,"Tennessee",35,38.5
2017-10-06,"Mississippi",30,48
2017-10-06,"Michigan",21,19.5
2017-10-07,"Ohio",32,25
2017-10-07,"Ohio",18,40
2017-10-07,"Nevada",52,43
2017-10-07,"Maryland",44,34
2017-10-07,"Georgia",17,57
2017-10-07,"North Carolina",33,36
2017-10-07,"Texas",40,34
2017-10-07,"Illinois",14,18
2017-10-07,"Texas",46,34
2017-10-07,"California",41.5,27
2017-10-07,"Utah",15,23
2017-10-07,"Nevada",67.5,48
2017-10-07,"Illinois",60,44
2017-10-07,"Missouri",17,18
2017-10-07,"Missouri",28,24
2017-10-07,"South Carolina",26,26
2017-10-07,"Florida",30,43
2017-10-07,"New Mexico",12,36
2017-10-07,"Kentucky",21,27
2017-10-08,"Kentucky",33,35
2017-10-08,"Virginia",20,27
2017-10-08,"Michigan",18,19
2017-10-08,"District of Columbia",25,21.5
2017-10-08,"Virginia",27,40
2017-10-08,"Florida",38,25
2017-10-08,"New York",22,26
2017-10-08,"Michigan",20,19
2017-10-08,"Arkansas",22,18
2017-10-08,"Washington",56,59
2017-10-08,"New York",35,24
2017-10-08,"Arizona",26,23
2017-10-08,"Louisiana",33,18
2017-10-08,"New Jersey",30,25
2017-10-08,"North Carolina",29,41
2017-10-08,"California",39,22
2017-10-08,"Washington",31,25.5
2017-10-08,"Georgia",22.5,22
2017-10-08,"Georgia",29.5,28
2017-10-08,"Indiana",35,35
2017-10-08,"California",23,31
2017-10-08,"New Jersey",19,19.5
2017-10-08,"Ohio",43,29
2017-10-08,"North Carolina",57,4
2017-10-08,"Tennessee",16,19.25
2017-10-08,"Mississippi",29,26
2017-10-09,"Arkansas",45,63
2017-10-09,"Maryland",32,26
2017-10-09,"Ohio",39,40
2017-10-09,"Tennessee",22,23
2017-10-09,"New York",24,28
2017-10-09,"Ohio",27,33
2017-10-09,"Georgia",23,20
2017-10-09,"Kentucky",37,16
2017-10-09,"Florida",81,41
2017-10-09,"Maryland",29.5,25
2017-10-09,"North Carolina",52,42.5
2017-10-09,"West Virginia",41,36
2017-10-09,"Louisiana",56,30
2017-10-09,"Maryland",29,32
2017-10-09,"Florida",22,24
2017-10-09,"Tennessee",16,16
2017-10-09,"Massachusetts",12,13
2017-10-09,"Delaware",16,19
2017-10-09,"Minnesota",13,21
2017-10-09,"Alabama",20,17
2017-10-09,"Louisiana",48,36
2017-10-09,"Indiana",50,34
2017-10-09,"California",26,26
2017-10-09,"Tennessee",19,24
2017-10-10,"District of Columbia",27,28.5
2017-10-10,"California",24.3333333333333,27
2017-10-10,"Massachusetts",35,33
2017-10-10,"Florida",19,23
2017-10-10,"Texas",51,18
2017-10-10,"Massachusetts",27.5,35
2017-10-10,"Pennsylvania",35,26
2017-10-10,"Pennsylvania",19,22
2017-10-10,"Tennessee",19.5,18.3333333333333
2017-10-10,"Tennessee",19.5,18.3333333333333
2017-10-10,"New York",25,21
2017-10-10,"Connecticut",33,18
2017-10-10,"Kentucky",27,58
2017-10-10,"Florida",30,45
2017-10-10,"New Jersey",40,40.3333333333333
2017-10-10,"Alabama",25.5,36
2017-10-10,"Arkansas",28,26
2017-10-11,"Arkansas",38,21
2017-10-11,"Louisiana",19,26
2017-10-11,"Tennessee",15,18
2017-10-11,"Oklahoma",47,19
2017-10-11,"South Carolina",41,28
2017-10-11,"North Carolina",51,38
2017-10-11,"Connecticut",19,19
2017-10-11,"South Carolina",44,23.5
2017-10-11,"Delaware",29,24
2017-10-11,"Florida",32,24
2017-10-11,"Pennsylvania",15,16
2017-10-11,"Iowa",27,39
2017-10-11,"Ohio",32.25,23
2017-10-11,"North Carolina",60,23
2017-10-11,"Pennsylvania",16,18
2017-10-11,"Louisiana",19,18
