"n_killed","longitude","latitude","date","n_injured","source_url"
1,-75.3696,41.196,2017-07-11,0,"http://www.wfmz.com/news/poconos-coal/police-boyfriend-fatally-shot-woman-while-child-at-home/585921174"
2,-75.1383,39.9966,2017-07-12,0,"http://www.philly.com/philly/news/crime/2-women-shot-to-death-truck-fairhill-philadelphia-20170712.html"
1,-75.1774,39.9432,2017-07-15,3,"http://6abc.com/news/2-dead-3-injured-in-south-philadelphia-shootings/2222438/"
1,-75.4438,41.2393,2017-07-15,0,"http://wnep.com/2017/08/30/woman-pleads-not-guilty-in-deadly-shooting/"
1,-76.7411,39.9599,2017-07-16,0,"http://abc27.com/2017/07/19/suspect-arrested-in-york-homicide/"
1,-79.8532,40.3519,2017-07-16,1,"http://triblive.com/local/allegheny/12578526-74/suspect-in-mckeesport-homicide-surrenders"
1,-75.1506,39.9349,2017-07-16,0,"http://6abc.com/news/2-dead-3-injured-in-south-philadelphia-shootings/2222438/"
2,-75.075,40.0083,2017-07-16,0,"http://www.nbcphiladelphia.com/news/local/Man-Who-Shot-Two-Neighbors-to-Death-in-Frankford-Philadelphia-Charged-With-Murder-437201003.html"
1,-80.007,40.4612,2017-07-16,0,"http://triblive.com/local/allegheny/12514795-74/man-shot-to-death-in-fineview"
1,-79.9788,40.4395,2017-07-16,0,"http://www.post-gazette.com/local/city/2017/07/16/Man-killed-Lower-Hill-District-shooting-Pittsburgh-Lombard-Street/stories/201707160187"
2,-79.9175,40.4655,2017-07-18,0,"http://www.wpxi.com/news/top-stories/victims-identified-after-double-shooting-in-pittsburgh-neighborhood/563868429"
1,-79.8092,39.7802,2017-07-18,0,"http://pittsburgh.cbslocal.com/2017/07/19/georges-township-fatal-shooting-love-triangle/"
1,-75.9193,40.3512,2017-07-18,0,"http://www.yorkdispatch.com/story/news/2017/07/24/police-york-14-year-old-slain-trying-buy-gun-reading/505890001/"
1,-75.0836,40.0168,2017-07-18,0,"http://6abc.com/news/man-shot-dead-in-frankford/2231408/"
2,-75.0819,40.0283,2017-07-18,0,"http://www.nbcphiladelphia.com/news/local/Shooting-Police-Philadelphia-Shots-Fired-Gunman-435268793.html"
1,-75.2171,39.9307,2017-07-19,0,"http://www.philly.com/philly/news/crime/man-fatally-shot-with-assault-rifle-in-southwest-philly-20170720.html"
1,-75.1616,39.9965,2017-07-20,1,"http://www.philly.com/philly/news/crime/man-wheelchair-killed-tioga-home-invasion-20170721.html"
1,-75.3941,39.8351,2017-07-21,0,"http://www.delcotimes.com/general-news/20180108/chester-cops-still-hunting-for-homicide-suspects"
1,-75.2792,40.2772,2017-07-22,0,"http://philadelphia.cbslocal.com/2017/08/03/man-charged-in-fatal-hatfield-shooting/"
1,-75.3488,39.8602,2017-07-22,0,"http://www.delcotimes.com/general-news/20170723/chester-police-make-arrest-in-1-of-2-fatal-shootings-11-year-old-hit-by-stray-bullet-inside-his-house"
1,-79.9162,40.3747,2017-07-22,0,"http://pittsburgh.cbslocal.com/2017/07/22/fatal-shooting-lougean-street/"
3,-79.8374,42.2351,2017-07-23,0,"http://www.erienewsnow.com/story/35951420/state-police-release-names-in-murder-suicide-that-killed-three-in-north-east"
1,-75.1143,40.0003,2017-07-23,1,"http://6abc.com/news/double-shooting-leaves-1-dead-1-critical-in-n-phila/2243598/"
2,-80.2163,39.9231,2017-07-25,0,"http://www.observer-reporter.com/20170727/franklin_township_shooting_deaths_appear_to_be_murder-suicide"
1,-75.1432,40.0542,2017-07-27,0,"http://www.philly.com/philly/news/woman-arrested-fatal-shooting-west-oak-lane-20170728.html"
1,-75.2967,39.9929,2017-07-29,0,"http://www.philly.com/philly/news/murder-warrant-approved-in-haverford-fatal-shooting-20170902.html"
1,-79.6821,40.2116,2017-07-29,0,"http://triblive.com/local/westmoreland/12572362-74/castle-doctrine-could-be-a-factor-in-yukon-shooting-da-says?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+alltribstories+%28TribLIVE+News%29"
1,-80.057,40.473,2017-07-29,0,"http://www.post-gazette.com/local/west/2017/07/29/McKees-Rocks-Uansa-Village-young-man-shot-killed/stories/201707290105"
1,-76.8633,40.2677,2017-07-30,0,"http://www.pennlive.com/news/2017/08/man_died_of_multiple_gunshots.html"
1,-80.007,40.4603,2017-07-30,0,"http://www.wpxi.com/news/top-stories/man-found-shot-to-death-inside-apartment-building/561778455"
1,-75.2457,39.902,2017-07-31,0,"http://www.foxnews.com/us/2017/08/02/pennsylvania-man-shot-dead-45-minutes-after-leaving-court-in-drug-case.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fnational+%28Internal+-+US+Latest+-+Text%29"
1,-75.1374,39.9964,2017-07-31,0,"http://6abc.com/news/man-sitting-on-stoop-gunned-down-in-north-phila/2262879/"
1,-75.1628,40.07,2017-08-01,1,"http://www.philly.com/philly/news/philadelphia-crime-fatal-shooting-west-mount-airy-abdur-rahman-20170803.html"
1,-75.8307,39.9802,2017-08-01,0,"http://www.dailylocal.com/article/DL/20170804/NEWS/170809926"
1,-78.9071,40.3262,2017-08-02,0,"http://www.tribdem.com/news/police-seek-person-of-interest-in-fatal-shooting/article_1a2307f0-7891-11e7-8690-9fd601e51012.html"
1,-75.3679,39.8665,2017-08-03,0,"http://6abc.com/man-shot-killed-in-chester-delaware-county/2273986/"
1,-79.8948,40.4548,2017-08-03,0,"http://triblive.com/local/allegheny/12584825-74/man-shot-killed-in-homewood"
2,-75.2534,39.9151,2017-08-04,1,"http://www.nbcphiladelphia.com/news/local/Three-People-Shot-Killing-Two_Philadelphia-438838753.html"
1,-79.1155,41.8224,2017-08-04,0,"http://pittsburgh.cbslocal.com/2017/08/05/mead-township-ak47-traffic-stop-officer-shooting/"
1,-80.0978,40.4718,2017-08-04,0,"http://www.observer-reporter.com/20170805/eighty_four_man_dies_in_shooting"
1,-80.0074,40.4705,2017-08-04,0,"http://pittsburgh.cbslocal.com/2017/08/05/perry-south-fatal-shooting-maple-avenue/"
1,-80.0198,40.4632,2017-08-06,0,"http://www.post-gazette.com/local/city/2017/08/07/Mother-shot-killed-Perry-South-seven-month-old-child-survives/stories/201708070057"
1,-79.9936,40.4666,2017-08-07,0,"http://triblive.com/local/allegheny/13478034-74/shaler-man-died-of-wounds-from-north-side-shooting-investigators-say"
1,-79.9699,40.4428,2017-08-08,0,"http://www.post-gazette.com/local/city/2017/12/08/Pittsburgh-homicide-Hill-District-Oak-Hill-apartments-gun-violence-Tevin-Patterson-Calvin-Turner/stories/201712080129"
1,-75.1641,39.9905,2017-08-08,0,"http://philadelphia.cbslocal.com/2017/08/09/strawberry-mansion-shooting/"
1,-74.8659,40.2896,2017-08-08,0,"http://www.buckscountycouriertimes.com/news/crime/woman-charged-with-homicide-in-shooting-death-of-upper-makefield/article_c10e934e-a510-11e7-89e3-17e50db5c8a7.html"
1,-75.5617,39.9725,2017-08-08,0,"http://6abc.com/man-gunned-down-outside-home-in-west-goshen/2286340/"
1,-79.7314,39.8982,2017-08-09,0,"http://local21news.com/news/local/teen-charged-with-fatally-shooting-19-year-old-amid-fight"
1,-75.2181,40.0426,2017-08-09,0,"http://www.philly.com/philly/news/murder-michael-davis-roderick-jones-philadelphia-strawberry-mansion-20170810.html"
1,-79.8809,40.3642,2017-08-09,0,"http://pittsburgh.cbslocal.com/2017/10/26/kayleigh-potter-son-fatal-shooting-trial/"
1,-75.1634,39.9098,2017-08-11,0,"http://philadelphia.cbslocal.com/2017/08/14/police-identify-officers-involved-in-fatal-shooting-of-car-theft-suspect/"
2,-75.8794,41.1592,2017-08-12,0,"http://standardspeaker.com/news/2-killed-in-fairview-twp-murder-suicide-identified-1.2229701"
1,-75.4866,40.6,2017-08-13,3,"http://www.mcall.com/news/breaking/mc-pol-allentown-home-invasion-murder-hearing-20170921-story.html"
1,-79.6815,40.6763,2017-08-14,0,"http://triblive.com/local/valleynewsdispatch/12622325-74/police-investigate-womans-shooting-death-in-freeport?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+alltribstories+%28TribLIVE+News%29"
1,-75.1708,39.9406,2017-08-14,0,"http://www.philly.com/philly/news/west-philly-dice-game-ends-in-fatal-shooting-20170815.html"
1,-79.9922,40.3374,2017-08-15,0,"http://www.post-gazette.com/local/south/2017/08/23/Clairton-football-bryson-koontz-baldwin-borough-shooting-pittsburgh-nathan-lee-nathan-assad/stories/201708230446"
1,-76.7681,40.2673,2017-08-16,0,"http://www.pennlive.com/news/2017/08/swatara_township_homicide_teen.html"
1,-75.1629,40.0005,2017-08-16,0,"http://philadelphia.cbslocal.com/2017/08/16/north-philadelphia-homicide/"
1,-79.9707,40.4472,2017-08-17,0,"http://triblive.com/local/allegheny/12634620-74/police-probe-fatal-hill-district-shooting?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TopTribliveStories+%28Top+Stories%29"
1,-79.758,39.8207,2017-08-18,2,"http://www.post-gazette.com/local/region/2017/08/18/State-trooper-shot-Fairchance-Fayette-County-Uniontown/stories/201708180193"
1,-76.34,39.9434,2017-08-18,0,"http://lancasteronline.com/news/local/man-kills-self-as-police-officer-serves-arrest-warrant-at/article_2e6cb442-841f-11e7-9632-b34dfb3df6b6.html"
2,-75.3614,39.8784,2017-08-21,0,"https://patch.com/pennsylvania/media/delco-murder-suicide-victims-were-daughter-father-report"
1,-76.7249,39.9658,2017-08-21,0,"http://abc27.com/2017/09/18/coroner-man-dies-weeks-after-york-shooting/"
1,-75.1886,40.9986,2017-08-24,0,"http://www.poconorecord.com/news/20170825/man-charged-in-fatal-east-stroudsburg-shooting"
1,-75.1295,39.9976,2017-08-24,0,"http://www.philly.com/philly/news/man-killed-in-fairhill-shooting-20170825.html"
1,-76.7518,39.9533,2017-08-25,0,"http://www.pennlive.com/news/2017/08/woman_charged_with_homicide_in.html"
1,-75.4837,40.6082,2017-08-26,0,"http://www.mcall.com/news/breaking/mc-pol-allentown-shooting-20170826-story.html"
1,-75.3888,40.6093,2017-08-28,0,"http://www.mcall.com/news/breaking/mc-pol-fountain-hill-homicide-hearing-20171107-story.html"
1,-80.007,40.4603,2017-08-29,0,"http://www.wpxi.com/news/top-stories/man-fatally-shot-in-head-in-fineview/600428219"
1,-79.3835,40.3169,2017-08-29,0,"http://www.post-gazette.com/local/westmoreland/2017/08/31/Latrobe-homicide-Andrew-Braddy-Devin-Capasso-teenager-fatal-shooting-gun/stories/201708310172"
1,-80.4967,41.2385,2017-08-29,0,"http://www.wfmj.com/story/36247331/sharon-teen-shot-and-killed-another-charged-with-homicide"
1,-76.422,40.0376,2017-08-30,1,"http://fox43.com/2017/08/31/lancaster-county-da-releases-names-of-people-involved-in-wednesdays-two-separate-fatal-incidents-in-west-hempfield-twp/"
2,-76.4452,40.0549,2017-08-30,0,"http://triblive.com/state/pennsylvania/12690403-74/deaths-of-son-father-ruled-homicide-suicide?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+alltribstories+%28TribLIVE+News%29"
1,-75.1067,40.0269,2017-08-30,0,"http://www.fox29.com/news/277580579-story"
1,-75.184,39.9883,2017-08-30,0,"http://philadelphia.cbslocal.com/2017/08/30/man-shot-neck-north-philly/"
2,-79.8763,40.3505,2017-09-01,1,"http://pittsburgh.cbslocal.com/2017/09/19/mckeesport-sisters-robbery-murder-second-arrest/"
1,-75.0855,40.0162,2017-09-01,0,"http://6abc.com/shooting-victim-dies-after-gunfire-erupts-in-frankford/2366019/"
1,-79.867,40.4701,2017-09-02,0,"http://www.post-gazette.com/local/east/2017/10/03/Steven-Sparrow-Penn-Hills-suspect-shooting-death-Andrew-Williams-Facebook-evidence/stories/201710030124"
1,-76.8882,40.2686,2017-09-03,0,"http://fox43.com/2017/09/03/update-harrisburg-shooting-victim-dies-suspect-in-custody/"
1,-75.1987,39.9683,2017-09-05,0,"http://www.philly.com/philly/news/crime/man-24-shot-dead-in-north-philly-20170906.html"
1,-75.1623,39.9665,2017-09-07,0,"http://www.nbcphiladelphia.com/news/local/Teen-Charged-as-Adult-in-Shooting-Death-of-Philadelphia-Dad-443759573.html"
1,-75.141,39.9985,2017-09-07,0,"http://www.philly.com/philly/news/crime/man-shot-in-neck-in-north-philly-20170908.html"
1,-75.4008,39.8364,2017-09-09,0,"http://www.delcotimes.com/general-news/20170910/man-gunned-down-on-chester-street-22nd-homicide-of-2017"
1,-75.203,39.9653,2017-09-10,0,"http://www.philly.com/philly/news/crime/philadelphia-homicides-crime-guns-20170911.html"
1,-76.8151,40.3261,2017-09-10,0,"http://www.pennlive.com/news/2017/09/police_id_york_man_as_invader.html"
1,-75.8686,41.466,2017-09-10,0,"http://thetimes-tribune.com/news/woman-dead-two-men-charged-after-wyoming-county-shooting-1.2241443"
1,-75.379,39.8566,2017-09-10,0,"http://www.delcotimes.com/general-news/20170911/cops-hunt-for-clues-in-upland-chester-homicides"
1,-75.1676,39.9957,2017-09-11,0,"http://philadelphia.cbslocal.com/2017/09/12/north-22nd-street-fatal-shooting/"
1,-75.0283,40.0409,2017-09-12,0,"http://philadelphia.cbslocal.com/2017/09/12/frankford-dyre-street-shooting/"
1,-77.3062,41.1875,2017-09-13,0,"http://www.pennlive.com/news/2017/09/intruder_shot_multiple_times_d.html#incart_river_index"
1,-79.9737,40.4231,2017-09-14,0,"http://www.post-gazette.com/local/city/2017/09/14/south-side-slopes-shooting-pittsburgh-mission-street-louis-dickerson-omar-berry/stories/201709140269"
1,-80.1099,42.1142,2017-09-15,0,"http://www.goerie.com/news/20170916/erie-police-continue-to-search-for-clues-in-two-thursday-night-shootings"
1,-75.1475,39.9899,2017-09-15,2,"http://www.nbcphiladelphia.com/news/local/North-Philadelphia-Hookah-Lounge-Shooting-Security-Guard-Gunman-Dead-Victims-444885943.html"
1,-75.9713,40.956,2017-09-16,0,"http://standardspeaker.com/news/police-boy-s-cellphone-could-hold-murder-clues-1.2265172"
1,-79.8928,40.4536,2017-09-17,0,"http://www.wpxi.com/news/top-stories/wilkinsburg-man-21-dead-after-shooting-in-homewood/610663026"
1,-80.4277,41.6865,2017-09-17,1,"http://www.goerie.com/news/20170918/autopsy-set-for-meadville-man-killed-in-linesville-area-shooting"
1,-75.3774,39.844,2017-09-18,2,"http://philadelphia.cbslocal.com/2017/09/18/chester-multiple-people-shot/"
1,-80.0305,40.4754,2017-09-18,0,"http://pittsburgh.cbslocal.com/2017/09/18/brighton-road-fatal-shooting/"
1,-75.8662,41.2509,2017-09-19,0,"https://timesleader.com/news/675941/four-suspects-sought-in-tuesday-shooting-in-wilkes-barre"
1,-76.5516,40.7829,2017-09-19,0,"https://www.newsitem.com/articles/death-ruled-suicide/"
1,-75.5441,40.587,2017-09-19,0,"http://www.mcall.com/news/police/mc-pol-allentown-homicides-2017-as-of-october-20171011-story.html"
1,-75.1584,39.9221,2017-09-19,0,"http://philadelphia.cbslocal.com/2017/09/19/south-philadelphia-homicide/"
2,-76.7853,40.2436,2017-09-19,0,"http://www.pennlive.com/news/2017/09/police_id_gunman_victim_in_mur.html#incart_river_home"
1,-75.188,39.9842,2017-09-21,1,"http://www.philly.com/philly/news/crime/one-man-critical-after-double-shooting-in-strawberry-mansion-20170921.html"
1,-75.1445,39.9895,2017-09-22,0,"http://6abc.com/man-26-shot-and-killed-in-north-philadelphia/2442318/"
1,-76.468,40.7948,2017-09-23,0,"http://q13fox.com/2017/09/27/pennsylvania-man-dies-after-wife-shoots-him-with-pellet-gun-police-say/"
1,-79.7507,39.8221,2017-09-23,1,"http://pittsburgh.cbslocal.com/2018/03/28/fayette-county-fatal-shooting-wife-sentenced/"
1,-76.7349,39.9554,2017-09-23,0,"http://www.ydr.com/story/news/crime/2017/09/24/teen-fatally-shot-york-saturday-night-coroner-says/697717001/"
1,-75.6342,40.23,2017-09-24,0,"http://www.wfmz.com/news/southeastern-pa/coroner-teen-shot-in-chester-county-home-invasion-dies/625887338"
1,-76.4227,40.3473,2017-09-25,1,"http://www.pennlive.com/news/2017/10/criminal_homicide.html#incart_river_index"
1,-76.8889,40.2779,2017-09-25,0,"http://www.pennlive.com/news/2017/12/guns_drugs_and_cash_were_found.html#incart_river_index"
1,-75.1775,40.0433,2017-09-26,3,"http://6abc.com/vigil-held-for-teen-killed-in-germantown-shooting/2465143/"
1,-75.339,39.8908,2017-09-26,0,"http://philadelphia.cbslocal.com/2017/09/26/ridley-township-shooting/"
1,-75.5481,41.8901,2017-09-26,0,"http://thetimes-tribune.com/news/woman-charged-in-susquehanna-shooting-death-1.2250037"
1,-75.1515,39.9627,2017-09-26,2,"http://www.nbcphiladelphia.com/news/local/Shooting-Bushes-Homicide-447911463.html"
1,-75.1273,40.0015,2017-09-27,0,"http://www.philly.com/philly/news/man-32-fatally-shot-in-kensington-20170927.html"
1,-75.1261,39.9695,2017-09-27,0,"http://www.philly.com/philly/news/crime/jeanette-wakefield-center-city-realtor-terrance-corrigan-fishtown-fatal-shooting-20170929.html"
1,-75.5169,40.134,2017-09-28,0,"http://6abc.com/arrest-made-in-deadly-phoenixville-shooting/2466230/"
1,-80.3287,40.9915,2017-09-29,0,"http://www.ncnewsonline.com/news/city-reports-first-homicide-of-year/article_8c18f16e-a585-11e7-9b40-db0c74545db3.html"
1,-75.1538,40.0691,2017-09-29,0,"http://6abc.com/police-investigate-deadly-shooting-in-west-oak-lane/2468273/"
1,-75.8203,39.9747,2017-09-30,0,"http://www.philly.com/philly/news/pennsylvania/gang-murder-charge-cut-throat-family-coatesville-dominic-poulson-20180110.html"
1,-75.3759,39.8548,2017-10-01,0,"http://www.delcotimes.com/general-news/20171003/cops-drug-price-dispute-ended-in-homicide"
1,-74.8153,40.139,2017-10-01,0,"http://www.nj.com/mercer/index.ssf/2017/10/man_killed_his_girlfriend_during_argument_police_s.html#incart_river_index"
1,-80.2915,40.8579,2017-10-01,0,"https://www.ellwoodcityledger.com/news/police_fire_courts/ellwood-city-police-respond-to-domestic-that-turns-into-suicide/article_00db4e82-a7a9-11e7-967f-f377fb888b5e.html"
1,-80.2918,40.1936,2017-10-01,0,"http://www.wtae.com/article/drummer-calls-family-to-say-this-could-be-it-during-las-vegas-mass-shooting/12766708"
2,-75.4708,40.6152,2017-10-02,0,"http://www.mcall.com/news/breaking/mc-pol-allentown-daytime-killing-bloods-gang-dispute-20171108-story.html"
1,-76.9837,40.2401,2017-10-02,0,"http://www.pennlive.com/news/2017/10/police_officer_at_naval_suppor.html#incart_most-read_"
1,-76.2367,41.0541,2017-10-03,0,"http://wnep.com/2017/10/04/father-accidentally-shoots-self-while-trying-to-calm-crying-child-police/"
1,-75.5413,40.7463,2017-10-04,1,"http://www.mcall.com/news/breaking/mc-nws-lehigh-township-homicide-standoff-arrest-20171005-story.html"
1,-75.1786,39.9939,2017-10-04,2,"http://6abc.com/1-killed-teen-shot-6-times-in-strawberry-mansion-shooting/2492048/"
1,-75.1954,39.9351,2017-10-04,2,"http://www.philly.com/philly/news/crime/fatal-triple-shootings-philadelphia-crime-20171005.html"
1,-79.7534,40.0887,2017-10-06,0,"http://www.yourohiovalley.com/story/36544065/man-holding-weapon-shot-to-death-by-officers"
1,-79.9652,39.9484,2017-10-08,0,"http://www.pennlive.com/daily-buzz/2018/01/pa_woman_accused_of_goading_bo.html"
1,-75.2319,39.9867,2017-10-08,1,"http://6abc.com/police-gun-battle-leaves-one-dead-one-injured-/2508644/"
1,-75.4789,40.6026,2017-10-10,1,"http://www.mcall.com/news/breaking/mc-pol-allentown-homicide-warrant-20171012-story.html"
1,-79.135,41.959,2017-10-11,0,"http://www.erienewsnow.com/story/36578577/fatal-shooting-in-warren-county-deemed-a-suicide"
1,-79.8521,40.374,2017-10-11,0,"http://www.wtae.com/article/15-year-old-boy-found-shot-multiple-times-in-duquesne/12832790"
2,-75.3956,39.8356,2017-10-11,0,"http://www.philly.com/philly/news/crime/police-id-men-killed-in-chester-double-shooting-20171012.html"
1,-75.1757,39.9958,2017-10-11,0,"http://6abc.com/man-found-shot-to-death-in-strawberry-mansion/2520228/"
1,-75.1954,39.9532,2017-10-12,0,"http://www.pennlive.com/news/2017/10/body_river_shark_tank_philip_r.html#incart_river_index"
1,-79.8568,40.3403,2017-10-14,1,"http://www.post-gazette.com/local/south/2017/10/14/McKeesport-homicide-shooting-Jenny-Lind-Allegheny-County-police/stories/201710140120"
1,-75.1439,39.9587,2017-10-14,0,"http://www.philly.com/philly/news/crime/man-found-stabbed-to-death-in-northern-liberties-recording-studio-20171014.html"
1,-79.8568,40.3403,2017-10-14,1,"http://www.post-gazette.com/local/city/2018/01/05/Testimony-Fatal-McKeesport-shooting-prompted-by-100-debt/stories/201801050143"
1,-75.1269,39.9997,2017-10-14,0,"http://philadelphia.cbslocal.com/2017/10/15/man-50-shot-dead-in-fairhill/"
1,-75.1186,39.9918,2017-10-16,0,"http://philadelphia.cbslocal.com/2017/10/16/man-killed-kensington-shooting/"
1,-75.1578,40.0098,2017-10-16,1,"http://6abc.com/driver-killed-passenger-injured-in-tioga-nicetown-shooting/2537557/"
1,-76.7509,39.9551,2017-10-17,0,"http://www.pennlive.com/news/2017/11/suspect_in_york_exxon_murder_c.html#incart_river_index"
1,-75.1444,40.0556,2017-10-18,0,"http://6abc.com/1-teen-killed-1-injured-in-philadelphia-shootings/2550847/"
1,-75.139,40.0108,2017-10-19,0,"http://6abc.com/shooting-victim-dies-after-running-to-friends-house/2550916/"
1,-76.7914,40.8645,2017-10-20,1,"http://www.pennlive.com/news/2017/10/millerstown_man_identified_as.html#incart_river_home_pop"
1,-75.161,40.8172,2017-10-21,0,"http://www.lehighvalleylive.com/slate-belt/index.ssf/2017/12/stepfather_allegedly_argued_ov.html#incart_2box_lvl-homepage-featured"
1,-77.7159,39.7469,2017-10-22,0,"http://www.pennlive.com/news/2017/10/franklin_county_domestic_viole.html#incart_river_index"
1,-75.1315,40.0006,2017-10-22,1,"http://philadelphia.cbslocal.com/2017/10/23/north-philadelphia-double-shooting/"
1,-79.8935,40.4581,2017-10-22,0,"http://www.post-gazette.com/local/city/2017/10/23/dead-fatal-shooting-homewood-pittsburgh-man-in-street/stories/201710230096"
1,-78.518,40.0506,2017-10-22,0,"http://www.altoonamirror.com/news/local-news/2017/10/police-man-aimed-gun-at-wife-fled-then-killed-himself-on-interstate-99/"
2,-75.5056,41.5868,2017-10-23,0,"http://wnep.com/2017/10/23/police-investigating-apparent-murder-suicide-in-lackawanna-county/"
1,-79.8888,40.4537,2017-10-23,0,"http://www.post-gazette.com/local/city/2017/10/23/dead-fatal-shooting-homewood-pittsburgh-man-in-street/stories/201710230096"
2,-75.1668,39.9202,2017-10-24,0,"http://www.philly.com/philly/news/crime/thousands-say-goodbye-to-teen-fatally-shot-in-south-philadelphia-20171028.html"
1,-76.0198,41.2215,2017-10-24,1,"http://thetimes-tribune.com/news/officer-involved-shooting-along-the-susquehanna-river-ruled-justified-1.2261110"
1,-75.1254,39.998,2017-10-25,2,"http://6abc.com/police-suspect-kills-man-crashes-shoots-witness/2565178/"
1,-80.3764,40.9213,2017-10-25,0,"http://www.ncnewsonline.com/news/local_news/update-crash-victim-s-death-ruled-a-suicide/article_93dc5987-8d7c-5a22-8885-c6401ee555b6.html"
1,-80.0786,42.1356,2017-10-26,0,"http://www.goerie.com/news/20171027/state-police-man-shot-by-erie-police-drove-van-at-officers"
1,-80.0371,40.5492,2017-10-26,1,"http://pittsburgh.cbslocal.com/2017/10/26/fairview-township-homicide-three-charged/"
1,-78.9069,40.3058,2017-10-26,0,"http://www.wearecentralpa.com/news/police-search-for-suspect-in-deadly-shooting/844876752"
1,-77.7382,40.8711,2017-10-27,0,"http://www.centredaily.com/news/local/crime/article181763686.html"
1,-78.2235,40.9298,2017-10-30,0,"http://wjactv.com/news/local/police-man-charged-in-fatal-clearfield-county-shooting"
1,-76.7206,39.965,2017-10-30,0,"https://www.ydr.com/story/news/2018/02/23/pa-crime-stoppers-publicize-unsolved-york-homicide/367652002/"
1,-79.9886,40.4152,2017-11-01,0,"http://www.post-gazette.com/local/city/2017/11/02/Pittsburgh-police-woman-shot-head-assault-Knoxville-rochelle-street-hospitalized/stories/201711020107"
1,-75.1118,39.9835,2017-11-01,0,"http://www.philly.com/philly/news/crime/shannon-blassengale-saleem-mitchell-shootings-port-richmond-north-philly-20171102.html"
1,-75.471,40.5898,2017-11-01,0,"http://www.lehighvalleylive.com/allentown/index.ssf/2017/11/allentown_homicide_leads_to_qu.html#incart_river_index"
1,-79.8424,40.5066,2017-11-01,0,"http://triblive.com/local/allegheny/12903636-74/body-with-gunshot-wound-found-in-verona-creek-bed"
1,-74.8507,41.3061,2017-11-02,1,"http://wnep.com/2017/12/01/man-charged-with-tampering-with-evidence-following-deadly-pike-county-shooting/"
2,-75.1027,39.9961,2017-11-02,0,"http://6abc.com/police-port-richmond-suv-deaths-are-murder-suicide/2598180/"
1,-75.1563,40.0012,2017-11-02,0,"http://6abc.com/mother-seeks-answers-after-son-is-killed-in-north-philadelphia/3063655/"
1,-75.1772,39.9957,2017-11-02,1,"http://www.philly.com/philly/news/crime/shannon-blassengale-saleem-mitchell-shootings-port-richmond-north-philly-20171102.html"
1,-79.7176,39.9048,2017-11-03,0,"http://www.wtae.com/article/november-5-is-national-love-your-red-hair-day/13302566"
1,-75.482,40.61,2017-11-05,1,"http://www.mcall.com/news/breaking/mc-pol-allentown-woman-shot-20171105-story.html"
1,-75.1793,39.9178,2017-11-05,1,"https://www.nbcphiladelphia.com/news/local/16-Year-Old-Dies-12-Year-Old-Recovering-After-North-Philadelphia-Shooting-455343873.html"
1,-75.164,39.9405,2017-11-05,0,"https://www.nbcphiladelphia.com/news/local/Catherine-Street-Sunoco-Homicide-455556323.html"
1,-76.8878,40.2618,2017-11-06,0,"http://www.pennlive.com/news/2017/11/shooter_victim_had_dispute_ove.html#incart_river_index"
1,-75.077,40.0288,2017-11-07,0,"http://6abc.com/man-found-shot-dead-in-car-in-ne-philadelphia/2613273/"
1,-75.1309,39.9909,2017-11-07,1,"http://www.philly.com/philly/news/crime/double-shooting-in-fairhill-leaves-man-dead-20171107.html"
2,-77.0546,41.2347,2017-11-07,1,"http://local21news.com/news/local/shooting-reported-on-3rd-st-in-williamsport"
1,-75.4656,40.6038,2017-11-08,0,"http://www.mcall.com/news/breaking/mc-pol-allentown-arrest-made-in-allentown-homicide-of-parris-lane-20171113-story.html"
1,-75.182,39.9558,2017-11-09,0,"http://6abc.com/man-killed-block-from-strawberry-mansion-home/2621860/"
1,-75.1237,40.045,2017-11-09,0,"http://6abc.com/police-adults-not-talking-after-toddler-shoots-self-with-stolen-gun/2623845/"
1,-75.2124,39.9702,2017-11-09,0,"http://www.philly.com/philly/news/crime/gunmen-sought-west-philly-shooting-terrell-shields-killed-20171109.html"
2,-76.896,40.2811,2017-11-09,0,"http://www.pennlive.com/news/2017/11/double_homicide_harrisburg_pol.html#incart_river_index"
1,-76.7421,39.9556,2017-11-10,0,"http://www.pennlive.com/news/2017/12/teen_heading_to_trial_in_shoot.html#incart_river_index"
1,-75.2257,39.9543,2017-11-11,0,"http://6abc.com/ambush-at-philadelphia-gas-station-leaves-man-dead/2632395/"
1,-76.7225,39.9657,2017-11-12,0,"http://www.pennlive.com/news/2018/01/da_declines_to_prosecute_in_fa.html#incart_river_index"
1,-76.9967,41.2745,2017-11-12,0,"http://www.pennlive.com/news/2017/11/2_men_accused_in_fatal_shootin.html#incart_river_index"
1,-75.2317,39.9169,2017-11-12,0,"https://www.nbcphiladelphia.com/news/local/Southwest-Philadelphia-Shooting-Death-Woman-Home-457087043.html"
1,-75.3946,39.8446,2017-11-12,0,"http://www.delcotimes.com/general-news/20171113/person-of-interest-sought-in-fatal-chester-township-shooting"
