"long","lat","group","gv_cat"
-85.1014175415039,32.67578125,1,"4"
-85.1014175415039,32.6356735229492,1,"4"
-85.0670394897461,32.6070289611816,1,"4"
-85.0498580932617,32.5554618835449,1,"4"
-85.0097503662109,32.5268173217773,1,"4"
-84.9868316650391,32.4981651306152,1,"4"
-84.992561340332,32.4695167541504,1,"4"
-84.9753723144531,32.4236831665039,1,"4"
-84.9810943603516,32.3778457641602,1,"4"
-85.004020690918,32.3377380371094,1,"4"
-84.9753723144531,32.3090896606445,1,"4"
-84.9238052368164,32.2804412841797,1,"4"
-84.9008865356445,32.2517929077148,1,"4"
-84.9295349121094,32.2346076965332,1,"4"
-84.9524536132812,32.228874206543,1,"4"
-84.9696426391602,32.2002258300781,1,"4"
-84.992561340332,32.1830368041992,1,"4"
-85.0498580932617,32.1601181030273,1,"4"
-85.0613098144531,32.1200141906738,1,"4"
-85.0613098144531,32.1028251647949,1,"4"
-85.0613098144531,32.085636138916,1,"4"
-85.0613098144531,32.0627174377441,1,"4"
-85.0613098144531,32.0283432006836,1,"4"
-85.0613098144531,31.9939613342285,1,"4"
-85.0785064697266,31.9595851898193,1,"4"
-85.1071472167969,31.9366664886475,1,"4"
-85.1415252685547,31.8679141998291,1,"4"
-85.1358032226562,31.7876968383789,1,"4"
-85.1358032226562,31.7762393951416,1,"4"
-85.1300735473633,31.7304019927979,1,"4"
-85.1186065673828,31.6845645904541,1,"4"
-85.0785064697266,31.6158123016357,1,"4"
-85.0613098144531,31.5585174560547,1,"4"
-85.0613098144531,31.5241374969482,1,"4"
-85.0842361450195,31.4783000946045,1,"4"
-85.0842361450195,31.4439239501953,1,"4"
-85.0956954956055,31.4095478057861,1,"4"
-85.0956954956055,31.3407917022705,1,"4"
-85.1014175415039,31.3006839752197,1,"4"
-85.1243438720703,31.2834949493408,1,"4"
-85.1243438720703,31.254846572876,1,"4"
-85.1128768920898,31.1918201446533,1,"4"
-85.1128768920898,31.174633026123,1,"4"
-85.0899658203125,31.1402568817139,1,"4"
-85.0441284179688,31.1116065979004,1,"4"
-85.0383987426758,31.0944194793701,1,"4"
-85.0326690673828,31.0772304534912,1,"4"
-85.0326690673828,31.0371246337891,1,"4"
-85.0154800415039,31.0027484893799,1,"4"
-85.0154800415039,30.9970169067383,1,"4"
-85.4967651367188,31.0084743499756,1,"4"
-85.5196762084961,31.0084743499756,1,"4"
-86.0467987060547,31.0084743499756,1,"4"
-86.2014999389648,31.0084743499756,1,"4"
-86.3905715942383,31.0084743499756,1,"4"
-86.705696105957,31.0084743499756,1,"4"
-86.7973709106445,31.0084743499756,1,"4"
-87.1812591552734,31.0084743499756,1,"4"
-87.6052474975586,31.0084743499756,1,"4"
-87.6052474975586,30.9569110870361,1,"4"
-87.610969543457,30.9339923858643,1,"4"
-87.6338958740234,30.8996162414551,1,"4"
-87.6396255493164,30.8766975402832,1,"4"
-87.6338958740234,30.8595085144043,1,"4"
-87.610969543457,30.8423175811768,1,"4"
-87.5479507446289,30.7735633850098,1,"4"
-87.4906539916992,30.721996307373,1,"4"
-87.4620056152344,30.7105388641357,1,"4"
-87.4505462646484,30.6990776062012,1,"4"
-87.4218978881836,30.6761589050293,1,"4"
-87.4104385375977,30.6475124359131,1,"4"
-87.4104385375977,30.6188640594482,1,"4"
-87.4333572387695,30.5844879150391,1,"4"
-87.4620056152344,30.5443801879883,1,"4"
-87.4677352905273,30.527193069458,1,"4"
-87.4620056152344,30.5100040435791,1,"4"
-87.44482421875,30.4928131103516,1,"4"
-87.3989868164062,30.4584369659424,1,"4"
-87.3932571411133,30.4469795227051,1,"4"
-87.4047164916992,30.4297866821289,1,"4"
-87.4218978881836,30.4297866821289,1,"4"
-87.439094543457,30.4240608215332,1,"4"
-87.439094543457,30.4183292388916,1,"4"
-87.4505462646484,30.4011421203613,1,"4"
-87.4620056152344,30.3896808624268,1,"4"
-114.637390136719,35.0191802978516,2,"1"
-114.643127441406,35.1051216125488,2,"1"
-114.603019714355,35.1223106384277,2,"1"
-114.574363708496,35.1796112060547,2,"1"
-114.585830688477,35.2369041442871,2,"1"
-114.597282409668,35.2827415466309,2,"1"
-114.608741760254,35.3572273254395,2,"1"
-114.625938415527,35.4087905883789,2,"1"
-114.666046142578,35.4546279907227,2,"1"
-114.660308837891,35.5004653930664,2,"1"
-114.666046142578,35.5405731201172,2,"1"
-114.671775817871,35.6093292236328,2,"1"
-114.683235168457,35.6666221618652,2,"1"
-114.700416564941,35.712459564209,2,"1"
-114.700416564941,35.7926750183105,2,"1"
-114.688957214355,35.8843460083008,2,"1"
-114.711875915527,35.9129943847656,2,"1"
-114.734802246094,35.9588317871094,2,"1"
-114.734802246094,36.0161285400391,2,"1"
-114.757713317871,36.0619659423828,2,"1"
-114.734802246094,36.1078033447266,2,"1"
-114.700416564941,36.1192588806152,2,"1"
-114.643127441406,36.1421775817871,2,"1"
-114.557182312012,36.153636932373,2,"1"
-114.488426208496,36.1364479064941,2,"1"
-114.396751403809,36.1364479064941,2,"1"
-114.327995300293,36.1135292053223,2,"1"
-114.310813903809,36.0447769165039,2,"1"
-114.264976501465,36.0275840759277,2,"1"
-114.201942443848,36.021858215332,2,"1"
-114.13892364502,36.0390472412109,2,"1"
-114.116004943848,36.0963401794434,2,"1"
-114.08162689209,36.1364479064941,2,"1"
-114.052978515625,36.2109336853027,2,"1"
-114.047248840332,36.8411865234375,2,"1"
-114.041519165039,36.9958839416504,2,"1"
-113.823799133301,36.9958839416504,2,"1"
-113.537322998047,37.0016136169434,2,"1"
-113.279487609863,37.0016136169434,2,"1"
-113.004470825195,37.0016136169434,2,"1"
-112.907066345215,36.9958839416504,2,"1"
-112.729446411133,37.0016136169434,2,"1"
-112.540374755859,36.9958839416504,2,"1"
-112.414321899414,36.9958839416504,2,"1"
-112.208053588867,36.9958839416504,2,"1"
-111.950225830078,37.0016136169434,2,"1"
-111.686668395996,37.0016136169434,2,"1"
-111.411643981934,37.0016136169434,2,"1"
-111.319969177246,37.0016136169434,2,"1"
-111.25121307373,36.9958839416504,2,"1"
-111.125160217285,36.9958839416504,2,"1"
-110.844413757324,37.0016136169434,2,"1"
-110.75846862793,36.9958839416504,2,"1"
-110.683990478516,36.9958839416504,2,"1"
-110.546478271484,36.9958839416504,2,"1"
-110.30583190918,37.0016136169434,2,"1"
-110.088104248047,37.0016136169434,2,"1"
-110.00789642334,37.0016136169434,2,"1"
-109.933410644531,36.9958839416504,2,"1"
-109.715682983398,36.9958839416504,2,"1"
-109.41202545166,36.9958839416504,2,"1"
-109.148460388184,36.9958839416504,2,"1"
-109.039596557617,36.9958839416504,2,"1"
-109.04532623291,35.9989395141602,2,"1"
-109.051063537598,34.9504280090332,2,"1"
-109.051063537598,34.5722732543945,2,"1"
-109.056785583496,33.7758636474609,2,"1"
-109.051063537598,33.2029037475586,2,"1"
-109.056785583496,32.7789154052734,2,"1"
-109.056785583496,32.4236831665039,2,"1"
-109.056785583496,31.3522510528564,2,"1"
-109.234405517578,31.3522510528564,2,"1"
-109.624015808105,31.3465213775635,2,"1"
-109.996437072754,31.3522510528564,2,"1"
-110.351669311523,31.3522510528564,2,"1"
-110.477722167969,31.3522510528564,2,"1"
-110.632415771484,31.3522510528564,2,"1"
-110.987655639648,31.3465213775635,2,"1"
-111.119430541992,31.3579788208008,2,"1"
-111.297050476074,31.4152774810791,2,"1"
-111.388725280762,31.4439239501953,2,"1"
-111.629364013672,31.5184097290039,2,"1"
-112.036163330078,31.6501884460449,2,"1"
-112.32837677002,31.7418632507324,2,"1"
-112.66641998291,31.8392658233643,2,"1"
-112.929977416992,31.9252090454102,2,"1"
-113.187812805176,32.0054244995117,2,"1"
-113.348236083984,32.0569877624512,2,"1"
-113.468559265137,32.097095489502,2,"1"
-113.743583679199,32.1887702941895,2,"1"
-114.035797119141,32.2747116088867,2,"1"
-114.316543579102,32.3606567382812,2,"1"
-114.700416564941,32.4809799194336,2,"1"
-114.809280395508,32.5153541564941,2,"1"
-114.797813415527,32.5783805847168,2,"1"
-114.769172668457,32.6700553894043,2,"1"
-114.734802246094,32.733081817627,2,"1"
-114.688957214355,32.7445373535156,2,"1"
-114.654586791992,32.7388076782227,2,"1"
-114.59156036377,32.7388076782227,2,"1"
-114.551452636719,32.7617263793945,2,"1"
-114.522804260254,32.8247528076172,2,"1"
-114.47696685791,32.8763198852539,2,"1"
-114.47696685791,32.9336166381836,2,"1"
-114.482696533203,32.996639251709,2,"1"
-114.539993286133,33.0424728393555,2,"1"
-114.660308837891,33.0539360046387,2,"1"
-114.700416564941,33.0825843811035,2,"1"
-114.711875915527,33.134147644043,2,"1"
-114.688957214355,33.2659301757812,2,"1"
-114.740524291992,33.3117637634277,2,"1"
-114.71760559082,33.3576011657715,2,"1"
-114.729064941406,33.4034385681152,2,"1"
-114.688957214355,33.4320907592773,2,"1"
-114.648849487305,33.455005645752,2,"1"
-114.637390136719,33.4836540222168,2,"1"
-114.608741760254,33.5008430480957,2,"1"
-114.62020111084,33.5294914245605,2,"1"
-114.568641662598,33.5466804504395,2,"1"
-114.557182312012,33.5753288269043,2,"1"
-114.528533935547,33.6326217651367,2,"1"
-114.539993286133,33.6956481933594,2,"1"
-114.522804260254,33.7300262451172,2,"1"
-114.539993286133,33.7815933227539,2,"1"
-114.539993286133,33.9248313903809,2,"1"
-114.517074584961,33.9649391174316,2,"1"
-114.454048156738,33.9993171691895,2,"1"
-114.471237182617,34.0165023803711,2,"1"
-114.448318481445,34.039421081543,2,"1"
-114.41967010498,34.0795288085938,2,"1"
-114.396751403809,34.1139068603516,2,"1"
-114.299346923828,34.1540107727051,2,"1"
-114.230598449707,34.1998481750488,2,"1"
-114.190490722656,34.2456855773926,2,"1"
-114.133193969727,34.2628746032715,2,"1"
-114.13892364502,34.2972526550293,2,"1"
-114.16756439209,34.3373603820801,2,"1"
-114.287887573242,34.4233016967773,2,"1"
-114.373832702637,34.4691390991211,2,"1"
-114.402488708496,34.5894622802734,2,"1"
-114.41967010498,34.6123809814453,2,"1"
-114.448318481445,34.7097816467285,2,"1"
-114.574363708496,34.807186126709,2,"1"
-114.551452636719,34.8358345031738,2,"1"
-114.545722961426,34.8472938537598,2,"1"
-114.568641662598,34.8644828796387,2,"1"
-114.608741760254,34.8874015808105,2,"1"
-114.63166809082,34.9618835449219,2,"1"
-114.637390136719,35.0191802978516,2,"1"
-94.051025390625,33.0367469787598,3,"4"
-94.051025390625,33.3003082275391,3,"4"
-94.056755065918,33.5753288269043,3,"4"
-94.0796661376953,33.586784362793,3,"4"
-94.0911254882812,33.5982437133789,3,"4"
-94.1197738647461,33.5925178527832,3,"4"
-94.1484298706055,33.586784362793,3,"4"
-94.1541595458984,33.586784362793,3,"4"
-94.1885375976562,33.6097030639648,3,"4"
-94.2057189941406,33.6154365539551,3,"4"
-94.2229080200195,33.6097030639648,3,"4"
-94.2286376953125,33.5982437133789,3,"4"
-94.2400970458984,33.5753288269043,3,"4"
-94.2630157470703,33.586784362793,3,"4"
-94.2802047729492,33.586784362793,3,"4"
-94.2973937988281,33.5753288269043,3,"4"
-94.3088531494141,33.5695991516113,3,"4"
-94.3661499023438,33.5753288269043,3,"4"
-94.4005279541016,33.5695991516113,3,"4"
-94.40625,33.5753288269043,3,"4"
-94.4234466552734,33.5982437133789,3,"4"
-94.4520874023438,33.5982437133789,3,"4"
-94.4635543823242,33.6154365539551,3,"4"
-94.4750137329102,33.6326217651367,3,"4"
-94.4807434082031,33.6555404663086,3,"4"
-94.4979248046875,33.6669998168945,3,"4"
-94.4921951293945,33.6784591674805,3,"4"
-94.4921951293945,33.9649391174316,3,"4"
-94.4864654541016,34.211311340332,3,"4"
-94.4807434082031,34.5321655273438,3,"4"
-94.4692840576172,34.7498931884766,3,"4"
-94.4578247070312,34.9848022460938,3,"4"
-94.4406356811523,35.397331237793,3,"4"
-94.4463577270508,35.4431686401367,3,"4"
-94.4807434082031,35.6551666259766,3,"4"
-94.503662109375,35.7640266418457,3,"4"
-94.5609588623047,36.1135292053223,3,"4"
-94.5724105834961,36.1765556335449,3,"4"
-94.6239776611328,36.5088691711426,3,"4"
-94.0853958129883,36.5031394958496,3,"4"
-94.0796661376953,36.4974136352539,3,"4"
-93.8905944824219,36.5031394958496,3,"4"
-93.873405456543,36.4974136352539,3,"4"
-93.598388671875,36.5031394958496,3,"4"
-93.5926513671875,36.4974136352539,3,"4"
-93.3348236083984,36.5031394958496,3,"4"
-93.3233642578125,36.4974136352539,3,"4"
-93.3061752319336,36.5031394958496,3,"4"
-93.3004455566406,36.4974136352539,3,"4"
-92.8478088378906,36.5031394958496,3,"4"
-92.8420791625977,36.5031394958496,3,"4"
-92.773323059082,36.5031394958496,3,"4"
-92.7675933837891,36.5031394958496,3,"4"
-92.5498733520508,36.5031394958496,3,"4"
-92.1602630615234,36.4974136352539,3,"4"
-92.1316146850586,36.4974136352539,3,"4"
-91.6732482910156,36.5031394958496,3,"4"
-91.4669799804688,36.4974136352539,3,"4"
-91.4612503051758,36.4974136352539,3,"4"
-91.421142578125,36.4974136352539,3,"4"
-91.415412902832,36.5031394958496,3,"4"
-91.146125793457,36.5031394958496,3,"4"
-90.7908935546875,36.5031394958496,3,"4"
-90.5731735229492,36.5088691711426,3,"4"
-90.2236633300781,36.5088691711426,3,"4"
-90.1720962524414,36.5031394958496,3,"4"
-90.1377182006836,36.474494934082,3,"4"
-90.1262588500977,36.4057388305664,3,"4"
-90.1033401489258,36.4000091552734,3,"4"
-90.0689697265625,36.3885498046875,3,"4"
-90.0689697265625,36.3484420776367,3,"4"
-90.0918807983398,36.2854156494141,3,"4"
-90.1205368041992,36.2739562988281,3,"4"
-90.1377182006836,36.2166595458984,3,"4"
-90.1892852783203,36.1994743347168,3,"4"
-90.1892852783203,36.1765556335449,3,"4"
-90.2637710571289,36.1307182312012,3,"4"
-90.3783645629883,36.0046691894531,3,"4"
-90.3840942382812,36.0046691894531,3,"4"
-90.2981491088867,35.9989395141602,3,"4"
-89.971565246582,35.9989395141602,3,"4"
-89.9658279418945,36.0046691894531,3,"4"
-89.7939453125,36.0046691894531,3,"4"
-89.7538375854492,36.0046691894531,3,"4"
-89.7194595336914,36.0046691894531,3,"4"
-89.7137298583984,35.987476348877,3,"4"
-89.6850814819336,35.9702911376953,3,"4"
-89.6564407348633,35.9473724365234,3,"4"
-89.6507034301758,35.9244537353516,3,"4"
-89.6621704101562,35.9129943847656,3,"4"
-89.7080078125,35.9072647094727,3,"4"
-89.7366485595703,35.901538848877,3,"4"
-89.7366485595703,35.8786201477051,3,"4"
-89.7309188842773,35.8557014465332,3,"4"
-89.7309188842773,35.8327827453613,3,"4"
-89.7423782348633,35.8213195800781,3,"4"
-89.7824859619141,35.8041305541992,3,"4"
-89.799674987793,35.7926750183105,3,"4"
-89.799674987793,35.7754859924316,3,"4"
-89.8283233642578,35.7640266418457,3,"4"
-89.9085388183594,35.7468376159668,3,"4"
-89.9371871948242,35.7353782653809,3,"4"
-89.9429168701172,35.706729888916,3,"4"
-89.9371871948242,35.6895408630371,3,"4"
-89.9142684936523,35.6666221618652,3,"4"
-89.8741607666016,35.6666221618652,3,"4"
-89.8627014160156,35.6551666259766,3,"4"
-89.8684310913086,35.6437034606934,3,"4"
-89.8970794677734,35.5978660583496,3,"4"
-89.9028091430664,35.5749473571777,3,"4"
-89.9085388183594,35.5520324707031,3,"4"
-89.9085388183594,35.534839630127,3,"4"
-89.9142684936523,35.5233840942383,3,"4"
-89.9600982666016,35.5176544189453,3,"4"
-89.983024597168,35.5176544189453,3,"4"
-89.9944839477539,35.4947357177734,3,"4"
-90.0116653442383,35.4374389648438,3,"4"
-90.0288619995117,35.4202499389648,3,"4"
-90.0460433959961,35.4087905883789,3,"4"
-90.0689697265625,35.4145202636719,3,"4"
-90.0804214477539,35.4259834289551,3,"4"
-90.0861511230469,35.4718170166016,3,"4"
-90.0976104736328,35.4775466918945,3,"4"
-90.1205368041992,35.4718170166016,3,"4"
-90.1262588500977,35.448902130127,3,"4"
-90.1377182006836,35.4374389648438,3,"4"
-90.16064453125,35.4259834289551,3,"4"
-90.1835556030273,35.4145202636719,3,"4"
-90.1892852783203,35.397331237793,3,"4"
-90.1892852783203,35.3858757019043,3,"4"
-90.1663665771484,35.3686828613281,3,"4"
-90.1491775512695,35.3686828613281,3,"4"
-90.1090774536133,35.397331237793,3,"4"
-90.1033401489258,35.3686828613281,3,"4"
-90.0918807983398,35.3629570007324,3,"4"
-90.0976104736328,35.3457679748535,3,"4"
-90.0976104736328,35.3056564331055,3,"4"
-90.0861511230469,35.254093170166,3,"4"
-90.0689697265625,35.2197151184082,3,"4"
-90.057502746582,35.1967964172363,3,"4"
-90.0689697265625,35.1796112060547,3,"4"
-90.0746994018555,35.1624183654785,3,"4"
-90.0632400512695,35.1395034790039,3,"4"
-90.0861511230469,35.1108551025391,3,"4"
-90.1033401489258,35.0879364013672,3,"4"
-90.1205368041992,35.082202911377,3,"4"
-90.1491775512695,35.082202911377,3,"4"
-90.1778259277344,35.0879364013672,3,"4"
-90.1950149536133,35.082202911377,3,"4"
-90.2064743041992,35.0592842102051,3,"4"
-90.2179336547852,35.0420989990234,3,"4"
-90.2580413818359,35.0363693237305,3,"4"
-90.2695007324219,35.0363693237305,3,"4"
-90.2866897583008,35.0249099731445,3,"4"
-90.2809600830078,34.996265411377,3,"4"
-90.2637710571289,34.9618835449219,3,"4"
-90.252311706543,34.944694519043,3,"4"
-90.24658203125,34.9332389831543,3,"4"
-90.2580413818359,34.9217758178711,3,"4"
-90.2866897583008,34.8931312561035,3,"4"
-90.3153381347656,34.8759384155273,3,"4"
-90.3497161865234,34.8587532043457,3,"4"
-90.4127349853516,34.8415641784668,3,"4"
-90.424201965332,34.8301048278809,3,"4"
-90.429931640625,34.812915802002,3,"4"
-90.429931640625,34.7899971008301,3,"4"
-90.4471206665039,34.7728080749512,3,"4"
-90.4585723876953,34.7556190490723,3,"4"
-90.4757690429688,34.7556190490723,3,"4"
-90.5216064453125,34.7613487243652,3,"4"
-90.5330657958984,34.7613487243652,3,"4"
-90.5445175170898,34.7327003479004,3,"4"
-90.5330657958984,34.7327003479004,3,"4"
-90.4814987182617,34.7155113220215,3,"4"
-90.4700393676758,34.6983222961426,3,"4"
-90.4643020629883,34.6754035949707,3,"4"
-90.4643020629883,34.6582183837891,3,"4"
-90.4814987182617,34.6582183837891,3,"4"
-90.4929504394531,34.6696739196777,3,"4"
-90.5330657958984,34.6868667602539,3,"4"
-90.5559768676758,34.6754035949707,3,"4"
-90.5731735229492,34.6410293579102,3,"4"
-90.5674438476562,34.6181106567383,3,"4"
-90.5330657958984,34.5837326049805,3,"4"
-90.5330657958984,34.5608139038086,3,"4"
-90.5387878417969,34.5550842285156,3,"4"
-90.5617141723633,34.5264358520508,3,"4"
-90.5731735229492,34.5149765014648,3,"4"
-90.5674438476562,34.4462203979492,3,"4"
-90.5788955688477,34.4233016967773,3,"4"
-90.607551574707,34.4003829956055,3,"4"
-90.6533889770508,34.3889274597168,3,"4"
-90.6763000488281,34.3831977844238,3,"4"
-90.7164077758789,34.3889274597168,3,"4"
-90.7393264770508,34.3831977844238,3,"4"
-90.7507858276367,34.360279083252,3,"4"
-90.7450561523438,34.3316307067871,3,"4"
-90.7221374511719,34.3087120056152,3,"4"
-90.7393264770508,34.2972526550293,3,"4"
-90.7679748535156,34.2972526550293,3,"4"
-90.7966232299805,34.2915229797363,3,"4"
-90.8195419311523,34.2628746032715,3,"4"
-90.8367309570312,34.2456855773926,3,"4"
-90.8596496582031,34.2399559020996,3,"4"
-90.8997573852539,34.2456855773926,3,"4"
-90.9112091064453,34.2342300415039,3,"4"
-90.9112091064453,34.211311340332,3,"4"
-90.8940277099609,34.2055816650391,3,"4"
-90.8310012817383,34.1941223144531,3,"4"
-90.8195419311523,34.1826629638672,3,"4"
-90.8310012817383,34.1540107727051,3,"4"
-90.8653717041016,34.1540107727051,3,"4"
-90.9226684570312,34.1712036132812,3,"4"
-90.962776184082,34.1712036132812,3,"4"
-90.9799728393555,34.1540107727051,3,"4"
-90.9455871582031,34.1253662109375,3,"4"
-90.9284057617188,34.1081771850586,3,"4"
-90.9284057617188,34.0737991333008,3,"4"
-90.9455871582031,34.039421081543,3,"4"
-90.962776184082,34.0222358703613,3,"4"
-90.9799728393555,33.9993171691895,3,"4"
-90.9857025146484,33.9821281433105,3,"4"
-91.0086135864258,33.9821281433105,3,"4"
-91.0429916381836,34.0165023803711,3,"4"
-91.0601806640625,34.0165023803711,3,"4"
-91.0716400146484,34.0107727050781,3,"4"
-91.0716400146484,33.9821281433105,3,"4"
-91.0544509887695,33.9592094421387,3,"4"
-91.0487213134766,33.9248313903809,3,"4"
-91.0601806640625,33.907642364502,3,"4"
-91.06591796875,33.8847236633301,3,"4"
-91.0544509887695,33.8388862609863,3,"4"
-91.06591796875,33.8102378845215,3,"4"
-91.0945587158203,33.7930526733398,3,"4"
-91.1346664428711,33.770133972168,3,"4"
-91.1403961181641,33.7414855957031,3,"4"
-91.1346664428711,33.7357559204102,3,"4"
-91.0773696899414,33.7242965698242,3,"4"
-91.06591796875,33.6956481933594,3,"4"
-91.0773696899414,33.6899185180664,3,"4"
-91.1117477416992,33.6841888427734,3,"4"
-91.1403961181641,33.6899185180664,3,"4"
-91.1862335205078,33.7242965698242,3,"4"
-91.2034225463867,33.7300262451172,3,"4"
-91.2206115722656,33.7128372192383,3,"4"
-91.2091522216797,33.6899185180664,3,"4"
-91.2034225463867,33.6727294921875,3,"4"
-91.1747741699219,33.638355255127,3,"4"
-91.1633148193359,33.6211624145508,3,"4"
-91.1690444946289,33.6039733886719,3,"4"
-91.2148818969727,33.5925178527832,3,"4"
-91.23779296875,33.5753288269043,3,"4"
-91.2320709228516,33.5466804504395,3,"4"
-91.2148818969727,33.5294914245605,3,"4"
-91.2091522216797,33.5180282592773,3,"4"
-91.2263412475586,33.4951095581055,3,"4"
-91.2320709228516,33.4721946716309,3,"4"
-91.2263412475586,33.455005645752,3,"4"
-91.2091522216797,33.455005645752,3,"4"
-91.1862335205078,33.4779243469238,3,"4"
-91.1690444946289,33.4951095581055,3,"4"
-91.146125793457,33.5008430480957,3,"4"
-91.1346664428711,33.4893836975098,3,"4"
-91.1346664428711,33.4721946716309,3,"4"
-91.1633148193359,33.455005645752,3,"4"
-91.1862335205078,33.4263572692871,3,"4"
-91.1862335205078,33.4034385681152,3,"4"
-91.1805038452148,33.3919792175293,3,"4"
